"NUMBER","INETSDESC","UNITS","UNITWEIGHT","PRICE1","DELDATE","DISCONT","INETIMAGE","CANTSELL"
"RPSVIS              ","Vision pocket spellbottle                                                                                               ","1","0.08","8.95",,0,"RPSVIS.jpg                               ",0
"RPSWEDBD            ","Wedding Binding Dolls spellbottle                                                                                       ","50","0.1","9.95",,0,"RPSWEDBD.jpg                             ",0
"RPSWINC             ","Win in Court pocket spellbottle                                                                                         ","0","0.08","8.95",3/6/2026 0:00:00,0,"RPSWINC.jpg                              ",0
"RPSWIS              ","Wishing pocket spellbottle                                                                                              ","33","0.08","8.95",,0,"RPSWIS.jpg                               ",0
"RPVES               ","Vesta Ritual Powder 2oz                                                                                                 ","99","0.14","3.95",,0,"RPVES.JPG                                ",0
"RPVESB              ","1 Lb Vesta Ritual Powder 1 Lb                                                                                           ","95","1.2","15.95",1/1/2027 0:00:00,0,"RPVESB.JPG                               ",0
"RPYRW               ","Pyramid Water (4oz)                                                                                                     ","18","0.4","3.95",,0,"RPYRW.JPG                                ",0
"RR7CHA              ","7 Chakra rune set                                                                                                       ","0","0.7","17.95",1/1/2027 0:00:00,0,"RR7CHA.jpg                               ",0
"RRAGAB              ","Agate, Black rune set                                                                                                   ","15","0.6","15.95",,0,"RRAGAB.jpg                               ",0
"RRAMA               ","Amazonite rune set                                                                                                      ","19","0.6","27.95",,0,"RRAMA.jpg                                ",0
"RRAME               ","Amethyst rune set                                                                                                       ","22","0.6","27.95",1/1/2027 0:00:00,0,"RRAME.JPG                                ",0
"RRANG               ","Angelite rune set                                                                                                       ","20","0.7","26.95",,0,"RRANG.jpg                                ",0
"RRAQU               ","Aquamarine Rune set                                                                                                     ","4","0.6","41.95",,0,"RRAQU.jpg                                ",0
"RRBLAT              ","Black Tourmaline rune set                                                                                               ","27","0.6","31.95",,0,"RRBLAT.jpg                               ",0
"RRBLO               ","Bloodstone Rune Set                                                                                                     ","10","0.6","26.95",,0,"RRBLO.JPG                                ",0
"RRBLU               ","Blue Onyx Rune set                                                                                                      ","0","0.6","20.95",1/1/2027 0:00:00,0,"RRBLU.jpg                                ",0
"RRBO                ","Black Onyx rune set                                                                                                     ","35","0.6","20.95",,0,"RRBO.jpg                                 ",0
"RRBON               ","Bone Rune set                                                                                                           ","1607","0.5","12.95",,0,"RRBON.JPG                                ",0
"RRC804PK            ","27"" Pink riding crop                                                                                                    ","8","0.3","9.95",,0,"RRC804PK.jpg                             ",0
"RRCER               ","Ceramic rune set                                                                                                        ","120","0.6","14.95",,0,"RRCER.jpg                                ",0
"RRCIT               ","Citrine rune set                                                                                                        ","9","0.8","31.95",,0,"RRCIT.JPG                                ",0
"RRED                ","Red Cotton bag 3"" x 4""                                                                                                  ","49","0.01","3.95",,0,"RRED.JPG                                 ",0
"RRHEM               ","Hematite rune set                                                                                                       ","22","0.6","31.95",,0,"RRHEM.JPG                                ",0
"RRICATT             ","1oz Attraction rice                                                                                                     ","0","0.1","4.95",3/6/2026 0:00:00,0,"RRICATT.jpg                              ",0
"RRICHAP             ","1oz Happiness rice                                                                                                      ","7","0.1","4.95",,0,"RRICHAP.jpg                              ",0
"RRICLOV             ","1oz Love rice                                                                                                           ","2","0.1","4.95",3/6/2026 0:00:00,0,"RRICLOV.jpg                              ",0
"RRICMON             ","1oz Money rice                                                                                                          ","0","0.1","4.95",3/6/2026 0:00:00,0,"RRICMON.jpg                              ",0
"RRICPROT            ","1oz Protection rice                                                                                                     ","26","0.1","4.95",,0,"RRICPROT.jpg                             ",0
"RRICTRU             ","1oz Truth rice                                                                                                          ","1","0.1","4.95",3/6/2026 0:00:00,0,"RRICTRU.jpg                              ",0
"RRJAS               ","Red Jasper rune set                                                                                                     ","18","1","16.95",,0,"RRJAS.jpg                                ",0
"RRLAP               ","Lapis rune set                                                                                                          ","6","0.6","29.95",,0,"RRLAP.jpg                                ",0
"RRMOO               ","Moonstone rune set                                                                                                      ","7","0.6","32.95",,0,"RRMOO.JPG                                ",0
"RRPALS              ","Palo Santo rune set                                                                                                     ","17","0.4","21.95",,0,"RRPALS.jpg                               ",0
"RRSBLA              ","1 Lb Black ritual salt                                                                                                  ","16","1.2","12.95",,0,"RRSBLA.jpg                               ",0
"RRSOD               ","Sodalite rune set                                                                                                       ","0","0.6","28.95",1/1/2027 0:00:00,0,"RRSOD.JPG                                ",0
"RRSPIN              ","1 Lb Pink ritiual salt                                                                                                  ","11","1.2","12.95",,0,"RRSPIN.jpg                               ",0
"RRSPUR              ","1 Lb Purple ritiual salt                                                                                                ","2","1.2","12.95",,0,"RRSPUR.jpg                               ",0
"RRSYEL              ","1 Lb Yellow ritiual salt                                                                                                ","2","1.2","12.95",,1,"RRSYEL.jpg                               ",0
"RRTE                ","Tiger Eye Rune Set                                                                                                      ","18","0.6","27.95",,0,"RRTE.jpg                                 ",0
"RRUEW               ","8oz Rue (Ruda) water                                                                                                    ","0","0.7","6.95",1/1/2027 0:00:00,0,"RRUEW.JPG                                ",0
"RRWHIR              ","White Resin rune set                                                                                                    ","2626","0.4","8.95",,1,"RRWHIR.jpg                               ",0
"RRWOO               ","Wood rune set                                                                                                           ","213","0.6","10.95",,0,"RRWOO.jpg                                ",0
"RS355               ","12"" Macleod sword                                                                                                       ","9","0.7","22.95",,0,"RS355.jpg                                ",0
"RS3BS               ","(set of 3) Blue Sage smudge stick 4""                                                                                    ","1","0.3","10.95",3/6/2026 0:00:00,0,"RS3BS.jpg                                ",0
"RS3BWC              ","(set of 3) Cedar, White & Blue Sage smudge stick 4""                                                                     ","160","0.3","10.95",,0,"RS3BWC.jpg                               ",0
"RS3CED              ","(set of 3) Cedar smudge stick 4""                                                                                        ","128","0.3","10.95",,0,"RS3CED.jpg                               ",0
"RS3WS               ","(set of 3) White Sage smudge stick 3-4""                                                                                 ","633","0.4","11.95",,0,"RS3WS.jpg                                ",0
"RS3WSDR             ","(set of 3) White Sage Dragon's Blood Sage smudge stick 4""                                                               ","141","0.4","11.95",,0,"RS3WSDR.jpg                              ",0
"RS4215              ","15 1/2"" King Arthur sword                                                                                               ","7","2.1","68.95",3/20/2026 0:00:00,0,"RS4215.jpg                               ",0
"RS47CH              ","4"" White Sage 7 Chakra colors stick                                                                                     ","395","0.2","3.95",,0,"RS47CH.jpg                               ",0
"RS4BLE              ","3-4"" Blessing smudge stick                                                                                              ","94","0.2","3.95",,0,"RS4BLE.jpg                               ",0
"RS4DOL              ","4"" White Sage, Lavender & Eucalyptus stick                                                                              ","83","0.2","3.95",,0,"RS4DOL.jpg                               ",0
"RS4EUC              ","3"" Eucalyptus Citridora smudge stick                                                                                    ","92","0.2","4.95",,0,"RS4EUC.jpg                               ",0
"RS4FI               ","4"" Sage & Frankincense smudge stick                                                                                     ","50","0.2","4.95",,0,"RS4FI.jpg                                ",0
"RS4HEA              ","3"" Healing smudge stick                                                                                                 ","100","0.2","3.95",,0,"RS4HEA.jpg                               ",0
"RS4LAV              ","3"" Lavender smudge stick                                                                                                ","34","0.2","4.95",,0,"RS4LAV.jpg                               ",0
"RS4LOV              ","3"" Love smudge stick                                                                                                    ","14","0.2","3.95",,1,"RS4LOV.jpg                               ",0
"RS4LV               ","3"" White Sage & Lavender smudge stick                                                                                   ","204","0.2","4.95",,0,"RS4LV.jpg                                ",0
"RS4MUG              ","4"" Mugwort smudge stick                                                                                                 ","0","0.2","4.95",1/1/2027 0:00:00,0,"RS4MUG.jpg                               ",0
"RS4N45              ","4"" White Sage W 7 Herbs smudge stick                                                                                    ","116","0.2","4.95",,0,"RS4N45.jpg                               ",0
"RS4N48              ","4"" White Sage, Lavender, Palo Santo & Lemon Slice Florida water smudge stick                                            ","136","0.2","4.95",,0,"RS4N48.jpg                               ",0
"RS4N66              ","4"" White Sage & Sweetgrass smudge stick                                                                                 ","93","0.1","4.95",,0,"RS4N66.jpg                               ",0
"RS4N81              ","4"" White Sage & Patchouli smudge stick                                                                                  ","33","0.2","4.95",,0,"RS4N81.jpg                               ",0
"RS4NAG6             ","6 pk 4"" Nag Champa Sage                                                                                                 ","29","0.6","25.95",,0,"RS4NAG6.jpg                              ",0
"RS4OWSC             ","4"" White Sage & Cinnamon smudge stick                                                                                   ","81","0.6","5.95",,0,"RS4OWSC.jpg                              ",0
"RS4OWSRP            ","4"" White Sage & Rose Petal smudge stick                                                                                 ","106","0.6","5.95",,0,"RS4OWSRP.jpg                             ",0
"RS4OYERS            ","4"" Yerba Santa smudge stick                                                                                             ","0","0.6","4.95",1/1/2027 0:00:00,0,"RS4OYERS.jpg                             ",0
"RS4RATTM            ","4"" Attract Money reversable smudge stick                                                                                ","87","0.15","4.95",,0,"RS4RATTM.jpg                             ",0
"RS4RLOV             ","4"" Love reversable smudge stick                                                                                         ","128","0.15","4.95",,0,"RS4RLOV.jpg                              ",0
"RS4RPOSE            ","4"" Positive Energy reversable smudge stick                                                                              ","95","0.15","4.95",,0,"RS4RPOSE.jpg                             ",0
"RS4RPROP            ","4"" Protection & Power reversable smudge stick                                                                           ","162","0.15","4.95",,0,"RS4RPROP.jpg                             ",0
"RS4SPS              ","4"" Sage & Palo Santo smudge (not bagged)                                                                                ","0","0.2","5.95",3/5/2026 0:00:00,0,"RS4SPS.jpg                               ",0
"RS615               ","12 3/4 Nile sword                                                                                                       ","12","2","46.95",,0,"RA615.jpg                                ",0
"RS620               ","12"" Medieval sword                                                                                                      ","26","1","23.95",,0,"RS620.jpg                                ",0
"RS6WS               ","(set of 6) White Sage smudge stick 3-4""                                                                                 ","387","0.6","18.95",,0,"RS6WS.jpg                                ",0
"RS839               ","Mystic Skull                                                                                                            ","34","5.5","42.95",,0,"RS839.JPG                                ",0
"RS868               ","Lord's Sword                                                                                                            ","12","3","50.95",,0,"RS868A.jpg                               ",0
"RS9CHA              ","9"" Chakra Sage smudge stick                                                                                             ","58","0.6","11.95",,0,"RS9CHA.jpg                               ",0
"RS9WS               ","9"" White Sage smudge stick                                                                                              ","170","0.6","11.95",,0,"RS9WS.jpg                                ",0
"RSB3050             "," 12 1/4"" x 15 1/4"" Spirit Board                                                                                         ","0","4","37.95",3/20/2026 0:00:00,0,"RSB3050.jpg                              ",0
"RSBAR               ","Barred Wing Smudging Feather                                                                                            ","512","0.05","4.95",,0,"RSBAR.JPG                                ",0
"RSBKS3              ","Black Sage smudge stick 4""                                                                                              ","24","0.2","5.95",3/6/2026 0:00:00,0,"RSBKS3.jpg                               ",0
"RSBS                ","Blue Sage smudge stick 4""                                                                                               ","84","0.2","3.95",,0,"RSBS.jpg                                 ",0
"RSC5                ","Cedar smudge stick 3-4""                                                                                                 ","162","0.2","3.95",,0,"RSC5.jpg                                 ",0
"RSCM10              ","10cm Black Obsidian scrying mirror W/ stand                                                                             ","10","0.8","33.95",,0,"RSCM10.jpg                               ",0
"RSCM12              ","12cm Black Obsidian scrying mirror W/ stand                                                                             ","2","1.3","38.95",,0,"RSCM12.jpg                               ",0
"RSCM6               ","6cm Black Obsidian scrying mirror W/ stand                                                                              ","40","0.3","15.95",,0,"RSCM6.jpg                                ",0
"RSCM8               ","8cm Black Obsidian scrying mirror W/ stand                                                                              ","22","0.6","27.95",,0,"RSCM8.jpg                                ",0
"RSCR3               ","Black Stone Scrying Bowl/Smudge Pot 3""                                                                                  ","22","0.5","6.95",,0,"RSCR3.JPG                                ",0
"RSCR4               ","Black Stone Scrying Bowl/Smudge Pot 4""                                                                                  ","0","1.2","9.95",1/1/2027 0:00:00,0,"RSCR4.jpg                                ",0
"RSCR6               ","Black Stone Scrying Bowl/Smudge Pot 6""                                                                                  ","0","2.6","14.95",1/1/2027 0:00:00,0,"RSCR6.jpg                                ",0
"RSDRA               ","Dragons Blood  & White Sage smudge stick 5-6""                                                                           ","177","0.3","5.95",,0,"RSDRA.jpg                                ",0
"RSDRA4              ","Dragons Blood & White Sage smudge stick 3-4""                                                                            ","144","0.2","4.95",,0,"RSDRA4.jpg                               ",0
"RSDUDO              ","150gm Dudu-Osun Black soap for Santeris Rituals                                                                         ","0","0.4","6.95",,0,"RSDUDO.jpg                               ",0
"RSFEA               ","Leather Wrapped smudging feather 12""                                                                                    ","25","0.2","27.95",,0,"RSFEA.JPG                                ",0
"RSFLH2              ","(set of 2) Leather Wrapped smudging feather 10""                                                                         ","276","0.3","15.95",,0,"RSFLH.jpg                                ",0
"RSFLOW              ","95gm Florida Water soap                                                                                                 ","70","0.3","4.95",,0,"RSFLOW.jpg                               ",0
"RSFMON              ","95gm Money Florida Water soap                                                                                           ","38","0.3","4.95",,0,"RSFMON.jpg                               ",0
"RSHAT               ","Shark Teeth                                                                                                             ","185","0.02","2.95",,0,"RSHAT.jpg                                ",0
"RSIHER              ","75gm Herbal soap indian heritage                                                                                        ","19","0.25","4.95",,1,"RSIHER.jpg                               ",0
"RSKCHAC             ","Chakra Cleansing smudge kit                                                                                             ","2","0.3","12.95",,0,"RSKCHAC.jpg                              ",0
"RSKDRAB             ","100g Dragons Blood soap                                                                                                 ","80","0.3","3.95",,0,"RSKDRAB.jpg                              ",0
"RSKFLOW             ","Florida Water smudge kit                                                                                                ","36","0.3","12.95",,0,"RSKFLOW.jpg                              ",0
"RSKHOLW             ","Holy Water smudge kit                                                                                                   ","28","0.3","12.95",,0,"RSKHOLW.jpg                              ",0
"RSKMOND             ","Money Drawing smudge kit                                                                                                ","22","0.3","12.95",,0,"RSKMOND.jpg                              ",0
"RSKMOO              ","Moon smudge kit                                                                                                         ","13","0.3","12.95",,0,"RSKMOO.jpg                               ",0
"RSKROS              ","Rose smudge kit                                                                                                         ","18","0.3","12.95",,0,"RSKROS.jpg                               ",0
"RSKSAN              ","100g Sandalwood soap                                                                                                    ","45","0.3","3.95",,0,"RSKSAN.jpg                               ",0
"RSKWHIS             ","100g White Sage soap                                                                                                    ","186","0.3","3.95",,0,"RSKWHIS.jpg                              ",0
"RSL8W               ","California White Sage smudge stick 8-9""                                                                                 ","250","0.8","9.95",,0,"RSL8W.JPG                                ",0
"RSLOVR              ","Love & Relax smudge kit w/ Shell & Stand                                                                                ","26","0.3","19.95",,0,"RSLOVRR.jpg                              ",0
"RSM2BO              ","2"" Black Obsidian scrying mirror                                                                                        ","4","0.2","15.95",,0,"RSM4BO.jpg                               ",0
"RSM3BO              ","3"" Black Obsidian scrying mirror                                                                                        ","23","0.2","33.95",,0,"RSM4BO.jpg                               ",0
"RSM4BO              ","4"" Black Obsidian scrying mirror                                                                                        ","24","0.4","43.95",,0,"RSM4BO.jpg                               ",0
"RSM5BO              ","5"" Black Obsidian scrying mirror                                                                                        ","23","0.5","53.95",,0,"RSM4BO.jpg                               ",0
"RSM6BO              ","6"" Black Obsidian scrying mirror                                                                                        ","36","0.7","66.95",,0,"RSM6BO.jpg                               ",0
"RSM8BO              ","8"" Black Obsidian scrying mirror                                                                                        ","14","1.7","108.95",,0,"RSM4BO.jpg                               ",0
"RSMH6               ","Brass Scrying Mirror 6"" holder                                                                                          ","0","0.8","21.95",,0,"RSMH6.jpg                                ",0
"RSMO                ","Smoker's Aid  3/4 oz                                                                                                    ","27","0.2","4.95",,0,"RSMO.JPG                                 ",0
"RSMOB               ","1 Lb Smoker's Aid                                                                                                       ","3","2.5","36.95",,0,"RSMOB.jpg                                ",0
"RSMSK               ","White Sage Kit smudge                                                                                                   ","101","0.5","10.95",,0,"RSMSK.jpg                                ",0
"RSN831              ","(set of 4) 4"" Sacred Logs                                                                                               ","23","0.35","11.95",,0,"RSN831.jpg                               ",0
"RSN832              ","(set of 4) 4"" Sacred Logs                                                                                               ","24","0.35","11.95",,0,"RSN832.jpg                               ",0
"RSNAG75             ","Nag Champa soap 75 gm                                                                                                   ","67","0.2","3.95",,0,"RSNAG75.jpg                              ",0
"RSOAGAH             ","100gm Against Harm soap ohli-way                                                                                        ","48","0.3","5.95",,0,"rsoagah.jpg                              ",0
"RSOATT              ","100gm Attraction soap ohli-way                                                                                          ","111","0.3","5.95",,0,"RSOATT.jpg                               ",0
"RSOATTM             ","100gm Attract Money soap ohli-way                                                                                       ","25","0.3","5.95",,0,"RSOATTM.jpg                              ",0
"RSOBIN              ","100gm Bingo soap ohli-way                                                                                               ","58","0.3","5.95",,0,"RSOBIN.jpg                               ",0
"RSOBLAC             ","100gm Black Chicken soap ohli-way                                                                                       ","101","0.3","5.95",,0,"rsoblac.jpg                              ",0
"RSOBREW             ","100gm Break the Witchcraft soap ohli-way                                                                                ","143","0.3","5.95",,0,"RSOBREW.jpg                              ",0
"RSOCALM             ","100gm Call Money soap ohli-way                                                                                          ","23","0.3","5.95",,0,"RSOCALM.jpg                              ",0
"RSOCIN              ","100gm Cinnamon soap ohli-way                                                                                            ","19","0.3","5.95",,0,"RSOCIN.jpg                               ",0
"RSOCOC              ","100gm Coconut soap ohli-way                                                                                             ","128","0.3","5.95",,0,"RSOCOC.jpg                               ",0
"RSOCOMTM            ","100gm Come to Me soap ohli-way                                                                                          ","92","0.3","5.95",,0,"RSOCOMTM.jpg                             ",0
"RSODOM              ","100gm Dominance soap ohli-way                                                                                           ","46","0.3","5.95",,0,"RSODOM.jpg                               ",0
"RSOFASL             ","100gm Fast Luck soap ohli-way                                                                                           ","72","0.3","5.95",,0,"RSOFASL.jpg                              ",0
"RSOJALJ             ","100gm Jala Jala soap ohli-way                                                                                           ","19","0.3","5.95",,0,"RSOJALJ.jpg                              ",0
"RSOLOT              ","100gm Lottery soap ohli-way                                                                                             ","11","0.3","5.95",,0,"RSOLOT.jpg                               ",0
"RSOLOVS             ","100gm Love & Sexual Energy soap ohli-way                                                                                ","21","0.3","5.95",,0,"RSOLOVS.jpg                              ",0
"RSOMONR             ","100gm Money Rain soap ohli-way                                                                                          ","136","0.3","5.95",,0,"rsomonr.jpg                              ",0
"RSOMRM              ","100gm Mr Money soap ohli-way                                                                                            ","18","0.3","5.95",,0,"RSOMRM.jpg                               ",0
"RSOOPER             ","100gm Open Roads soap ohli-way                                                                                          ","0","0.3","5.95",5/1/2026 0:00:00,0,"RSOOPER.jpg                              ",0
"RSOPAT              ","100gm Patchouli soap ohli-way                                                                                           ","50","0.3","5.95",,0,"RSOPAT.jpg                               ",0
"RSOPRT              ","100gm Protection soap ohli-way                                                                                          ","101","0.3","5.95",,0,"RSOPRT.jpg                               ",0
"RSORUE              ","100gm Rue soap ohli-way                                                                                                 ","79","0.3","5.95",,0,"RSORUE.jpg                               ",0
"RSOSTJU             ","100gm St Jude soap ohli-way                                                                                             ","58","0.3","5.95",,0,"RSOSTJU.jpg                              ",0
"RSOSTM              ","100gm St Michael soap ohli-way                                                                                          ","40","0.3","5.95",,0,"RSOSTM.jpg                               ",0
"RSOUNL              ","100gm Unlock soap ohli-way                                                                                              ","5","0.3","5.95",,0,"RSOUNL.jpg                               ",0
"RSOVIC              ","100gm Victorious soap ohli-way                                                                                          ","62","0.3","5.95",,0,"RSOVIC.jpg                               ",0
"RSPALO              ","4 pack Palo Santo smudge sticks & Oil                                                                                   ","55","0.2","10.95",,0,"RSPALO.jpg                               ",0
"RSPALS              ","Palo Santo smudge sticks 2oz 3-4""                                                                                       ","82","0.2","7.95",,0,"RPALS.jpg                                ",0
"RSPALSK             ","1 Kg Palo Santo smudge sticks                                                                                           ","41.8","2.4","75.95",,0,"RSPALSK.jpg                              ",0
"RSPSW100            ","100g Palo Santo smudge 4"" (10-12sticks)                                                                                 ","103","0.3","11.95",,0,"RSPSW100.jpg                             ",0
"RSPSW6              ","6 pack Palo Santo smudge sticks 3 1/2"" - 4""                                                                             ","322","0.2","6.95",,0,"RSPSW6.jpg                               ",0
"RSSMU               ","smudge Hand Fan 6 1/2"" x 4""                                                                                             ","112","0.04","1.95",,0,"RSSMU.jpg                                ",0
"RST5A               ","Scrying Bowl or smudge Pot 5""                                                                                           ","2","1.2","21.95",,0,"RST5A.jpg                                ",0
"RST5W               ","4"" White Marble scrying bowl                                                                                            ","2","0.9","25.95",,1,"RST5WA.jpg                               ",0
"RSW3                ","California White Sage smudge stick 3-4""                                                                                 ","967","0.15","4.25",,0,"RSW3.JPG                                 ",0
"RSW4                ","California White Sage smudge stick 4""                                                                                   ","431","0.25","4.5",,0,"RSW4.jpg                                 ",0
"RSWAE               ","Swallow Eye                                                                                                             ","8","0.05","8.95",,0,"RSWAEA.jpg                               ",0
"RSWAH               ","Swallow Heart                                                                                                           ","13","0.05","6.95",,0,"RSWAH.JPG                                ",0
"RSWE713             ","Sweetgrass Braid 18-24""                                                                                                 ","42","0.2","17.95",,0,"RSWE713.jpg                              ",0
"RSWS                ","California White Sage smudge stick 3""                                                                                   ","221","0.3","2.95",,0,"RSWS.JPG                                 ",0
"RSWS12              ","(set of 12) White Sage smudge stick 3 -4""                                                                               ","92","1.8","35.95",,0,"RSWS12.jpg                               ",0
"RSWS5               ","White Sage smudge stick 5-6""                                                                                            ","519","0.5","5.95",,0,"RSWS5.JPG                                ",0
"RSWS5B              ","White Sage smudge stick 6-7"" unbagged                                                                                   ","118","0.5","5.95",,0,"RSWS5B.jpg                               ",0
"RTAABU              ","Abundance travel altar                                                                                                  ","12","0.25","16.95",3/6/2026 0:00:00,0,"RTAABU.jpg                               ",0
"RTAHEA              ","Healing travel altar                                                                                                    ","32","0.25","16.95",,0,"RTAHEA.jpg                               ",0
"RTALOV              ","Love travel altar                                                                                                       ","34","0.25","16.95",,0,"RTALOV.jpg                               ",0
"RTAPROT             ","Protection travel altar                                                                                                 ","19","0.25","16.95",,0,"RTAPROT.jpg                              ",0
"RTAPUR              ","Purification travel altar                                                                                               ","9","0.25","16.95",,0,"RTAPUR.jpg                               ",0
"RV23BG              ","Burgundy Velveteen Bag                                                                                                  ","114","0.02","0.75",,0,"RV23BG.JPG                               ",0
"RV23BK              ","Black Velveteen Bag                                                                                                     ","280","0.02","0.75",,0,"RV23BK.JPG                               ",0
"RV23BL              ","Blue Velveteen Bag                                                                                                      ","110","0.02","0.75",,0,"RV34BU.JPG                               ",0
"RV23BR              ","Brown Velveteen Bag                                                                                                     ","111","0.02","0.75",,0,"RV23BR.JPG                               ",0
"RV23GR              ","Green Velveteen Bag                                                                                                     ","117","0.02","0.75",,0,"RV34GR.JPG                               ",0
"RV23GY              ","Gray Velveteen Bag                                                                                                      ","66","0.02","0.75",,0,"RV23GY.JPG                               ",0
"RV23PU              ","Purple Velveteen Bag                                                                                                    ","172","0.02","0.75",,0,"RV23PU.JPG                               ",0
"RV23R               ","Red Velveteen Bag                                                                                                       ","92","0.02","0.75",,0,"RV23R.JPG                                ",0
"RV34BG              ","Burgundy Velveteen Bag                                                                                                  ","315","0.03","0.95",,0,"RV34BG.JPG                               ",0
"RV34BK              ","Black Velveteen Bag                                                                                                     ","154","0.03","0.95",,0,"RV34BK.JPG                               ",0
"RV34BR              ","Brown Velveteen Bag                                                                                                     ","57","0.03","0.95",,0,"RV34BR.JPG                               ",0
"RV34BU              ","Blue Velveteen Bag                                                                                                      ","163","0.03","0.95",,0,"RV34BU.JPG                               ",0
"RV34GR              ","Green Velveteen Bag                                                                                                     ","94","0.03","0.95",,0,"RV34GR.JPG                               ",0
"RV34GY              ","Grey Velveteen Bag                                                                                                      ","46","0.03","0.95",,0,"RV34GY.JPG                               ",0
"RV34M12             ","(set of 12) 3"" x 4"" Mixed velvet pouch                                                                                  ","6","0.05","7.95",,0,"RV34M12A.jpg                             ",0
"RV34PU              ","Purple Velveteen Bag                                                                                                    ","307","0.03","0.95",,0,"RV34PU.JPG                               ",0
"RV34R               ","Red Velveteen Bag                                                                                                       ","322","0.03","0.95",,0,"RV34R.JPG                                ",0
"RV46BK              ","Black Velveteen Bag                                                                                                     ","402","0.04","1.5",,0,"RV46BK.JPG                               ",0
"RV46BR              ","Brown Velveteen Bag                                                                                                     ","459","0.04","1.5",,0,"RV46BRA.jpg                              ",0
"RV46BU              ","Blue Velveteen Bag                                                                                                      ","355","0.04","1.5",,0,"RV46BU.JPG                               ",0
"RV46GR              ","Green Velveteen Bag                                                                                                     ","415","0.04","1.5",,0,"RV46GR.JPG                               ",0
"RV46PU              ","Purple Velveteen Bag                                                                                                    ","426","0.04","1.5",,0,"RV46PU.JPG                               ",0
"RV46R               ","Red Velveteen Bag                                                                                                       ","399","0.04","1.5",,0,"RV46R.JPG                                ",0
"RV57015             ","(set of 10) 5""x 7"" Chakra Black velveteen bag                                                                           ","9","0.5","59.95",,0,"RV57015.jpg                              ",0
"RV57080             ","(set of 10) 5""x 7"" Goddess Black velveteen bag                                                                          ","3","0.5","42.95",,0,"RV57080A.jpg                             ",0
"RV57081             ","(set of 10) 5""x 7"" Buddha Black velveteen bag                                                                           ","2","0.5","74.95",,1,"RV57081.jpg                              ",0
"RV57083             ","(set of 10) 5""x 7"" Angel Wings Black velveteen bag                                                                      ","40","0.5","50.95",,0,"RV57083A.jpg                             ",0
"RV57BK              ","Black Velveteen Bag                                                                                                     ","144","0.06","1.95",,0,"RV57BK.JPG                               ",0
"RV57BU              ","Blue Velveteen Bag                                                                                                      ","110","0.06","1.95",,0,"RV57BU.JPG                               ",0
"RV57GR              ","Green Velveteen Bag                                                                                                     ","89","0.06","1.95",,0,"RV57GR.JPG                               ",0
"RV57PU              ","Purple Velveteen Bag                                                                                                    ","66","0.06","1.95",,0,"RV46PU.JPG                               ",0
"RV57R               ","Red Velveteen Bag  5 x 7                                                                                                ","104","0.06","1.95",,0,"RV57R.JPG                                ",0
"RV68048             ","(set of 10) 6""x 8"" Purple velveteen bag                                                                                 ","40","0.6","78.95",,1,"RV68048.jpg                              ",0
"RV687CHA            ","6""x 8"" 7 Chakra Purple velveteen bag                                                                                    ","481","0.07","8.95",,1,"RV687CHA.jpg                             ",0
"RV68OM              ","6""x 8"" Om Purple velveteen bag                                                                                          ","72","0.07","8.95",,1,"RV68OM.jpg                               ",0
"RVIKH               ","~12"" Viking Drinking Horn                                                                                               ","0","2.5","28.95",,0,"RVIKH.jpg                                ",0
"RVOOB               ","Black Voodoo Doll   5""                                                                                                  ","0","0.2","6.95",1/1/2027 0:00:00,0,"RVOOB.JPG                                ",0
"RVOOR               ","Red Voodoo Doll  5""                                                                                                     ","10","0.2","6.95",,0,"RVOOR.JPG                                ",0
