"NUMBER","INETSDESC","UNITS","UNITWEIGHT","PRICE1","DELDATE","DISCONT","INETIMAGE","CANTSELL"
"A4502A              ","Angel pocket stone                                                                                                      ","141","0.03","3.95",,0,"A4502At.jpg                          ",0
"A4502B              ","Buddha pocket stone                                                                                                     ","326","0.03","3.95",,0,"A4502B.JPG                               ",0
"A4502C              ","Clover pocket stone                                                                                                     ","0","0.03","3.95",3/13/2026 0:00:00,0,"A4502C.jpg                               ",0
"A4502CR             ","Cross pocket stone                                                                                                      ","141","0.03","3.95",,0,"A4502CR.jpg                              ",0
"A4502GO             ","Goddess pocket stone                                                                                                    ","96","0.03","3.95",,0,"A4502GO.jpg                              ",0
"A4502H              ","Heart pocket stone                                                                                                      ","77","0.03","3.95",,0,"A4502H.jpg                               ",0
"A4502HA             ","Hamsa pocket stone                                                                                                      ","79","0.03","3.95",,0,"A4502HA.jpg                              ",0
"A4502OM             ","Om pocket stone                                                                                                         ","169","0.03","3.95",,0,"A4502OM.JPG                              ",0
"A4502P              ","Peace pocket stone                                                                                                      ","22","0.03","3.95",,0,"A4502P.JPG                               ",0
"A4502ST             ","Pentagram pocket stone                                                                                                  ","121","0.03","3.95",,0,"A4502ST.JPG                              ",0
"A4502WH             ","Witch's Hat pocket stone                                                                                                ","137","0.03","3.95",,0,"A4502WH.JPG                              ",0
"A4502WI             ","Witch on Broom pocket stone                                                                                             ","172","0.03","3.95",,0,"A4502WI.jpg                              ",0
"A4506RA             ","Raven mystical stone                                                                                                    ","7","0.03","7.95",,0,"A4506RA.jpg                              ",0
"A7MET               ","7 Metals amulet                                                                                                         ","0","0.02","3.95",1/1/2027 0:00:00,0,"A7MET.JPG                                ",0
"AACHG               ","Achievements of Goals amulet                                                                                            ","6","0.04","17.95",,0,"AACHGAA.jpg                              ",0
"AARR2               ","2 1/2"" Arrow amulet                                                                                                     ","0","0.005","2.95",,0,"AARR2.jpg                                ",0
"AARRH               ","1 1/4"" Arrowhead amulet                                                                                                 ","42","0.005","2.25",,0,"AARRH.jpg                                ",0
"ABRILF              ","Bring Luck & Friendship amulet                                                                                          ","9","0.03","15.95",,0,"ABRILF.jpg                               ",0
"ACCELD              ","Celestial Dragon amulet                                                                                                 ","42","0.03","10.95",,0,"ACCELDA.jpg                              ",0
"ACCELM              ","Celtic Moon Celestial amulet                                                                                            ","77","0.03","10.95",,0,"ACCELM.jpg                               ",0
"ACDRAM              ","Dragon Moon Celestial amulet                                                                                            ","11","0.03","10.95",,0,"ACDRAM.jpg                               ",0
"ACELKN              ","Celtic Knot & necklace                                                                                                  ","20","0.03","8.95",,0,"ACELKN.jpg                               ",0
"ACGRE               ","Celtic Greenman amulet                                                                                                  ","13","0.03","10.95",,0,"ACGRE.JPG                                ",0
"ACHIC               ","Chinese Coin w/ stones                                                                                                  ","14","0.05","14.95",,0,"ACHICA.jpg                               ",0
"ACHOW               ","Howling Moon Celestial amulet                                                                                           ","10","0.03","10.95",,0,"ACHOW.JPG                                ",0
"ACNAT               ","Nathair amulet                                                                                                          ","4","0.03","10",,0,"ACNAT.JPG                                ",0
"ACONDE              ","Confuse & Defeat Enemy amulet                                                                                           ","17","0.03","15.95",,0,"ACONDE.jpg                               ",0
"ACONP               ","Conjuration of Powers amulet                                                                                            ","6","0.05","17.95",,0,"ACONP.jpg                                ",0
"ACPENM              ","Pentacle Moon Celestial amulet                                                                                          ","6","0.03","10.95",,0,"ACPENM.jpg                               ",0
"ACTHO               ","Norse Pride talisman                                                                                                    ","10","0.05","10.95",3/13/2026 0:00:00,0,"ACTHO.JPG                                ",0
"ACTRE               ","Celtic Tree of Life amulet                                                                                              ","5","0.05","10.95",,0,"ACTRE.JPG                                ",0
"ACTRI               ","Triskele amulet                                                                                                         ","13","0.03","10.95",,0,"ACTRI.JPG                                ",0
"ACTRIS              ","Triskele Shield amulet                                                                                                  ","5","0.03","10.95",,0,"ACTRIS.JPG                               ",0
"ACUNI               ","Harmonious Universe Celestial amulet                                                                                    ","84","0.03","10.95",,0,"ACUNI.jpg                                ",0
"ACVENR              ","Venus Rising Celestial amulet                                                                                           ","62","0.03","10.95",,0,"ACVENR.jpg                               ",0
"ACWIN               ","Windblown Celestial amulet                                                                                              ","9","0.03","10.95",,0,"ACWIN.jpg                                ",0
"ADESEN              ","Destroy Enemies talisman                                                                                                ","0","0.05","17.95",1/1/2027 0:00:00,0,"ADESENA.jpg                              ",0
"ADISS               ","Discover Secrets amulet                                                                                                 ","3","0.05","17.95",1/1/2027 0:00:00,0,"ADISS.jpg                                ",0
"ADIST               ","Discover Treasures amulet                                                                                               ","19","0.05","17.95",,0,"ADIST.jpg                                ",0
"ADIVP               ","Divine Protection amulet                                                                                                ","21","0.03","15.95",,0,"ADIVP.jpg                                ",0
"AEEPRO              ","Evil Eye Protection talisman                                                                                            ","252","0.05","4.95",,0,"AEEPROA.jpg                              ",0
"AEVIE               ","1/2"" Evil Eye amulet                                                                                                    ","61","0.005","1.95",,0,"AEVIE.jpg                                ",0
"AEVIEH              ","1 1/8"" Evil Eye hanger amulet                                                                                           ","87","0.1","3.95",,0,"AEVIEH.jpg                               ",0
"AFATH               ","3/4"" Fatima Hand amulet                                                                                                 ","51","0.005","2.5",,0,"AFATH.jpg                                ",0
"AFOOG               ","Fools Gold Charm                                                                                                        ","59","0.05","2.95",,0,"AFOOG.JPG                                ",0
"AGFER               ","Goddess of Fertility amulet                                                                                             ","13","0.03","10.95",,0,"AGFER.JPG                                ",0
"AGIVHP              ","Give Healing Power amulet                                                                                               ","3","0.04","17.95",1/1/2027 0:00:00,0,"AGIVHPA.jpg                              ",0
"AGIVK               ","Give Knowledge amulet                                                                                                   ","14","0.04","17.95",,0,"AGIVK.jpg                                ",0
"AGLOT               ","LotusS Goddess amulet                                                                                                   ","75","0.03","10.95",,0,"AGLOTA.jpg                               ",0
"AGMOO               ","Moon Goddess amulet                                                                                                     ","87","0.03","10.95",,0,"AGMOOA.jpg                               ",0
"AGPROS              ","Goddess of Prosperity amulet                                                                                            ","75","0.03","10.95",,0,"AGPROSA.jpg                              ",0
"AHCOM               ","Celtic Harmony Completion amulet                                                                                        ","82","0.03","10.95",,0,"AHSEXA.jpg                               ",0
"AHEARH              ","Celtic Earth Harmony amulet                                                                                             ","59","0.03","10.95",,0,"AHEARHA.jpg                              ",0
"AHPRO               ","Celtic Harmony Protection amulet                                                                                        ","67","0.03","10.95",,0,"AHPROA.jpg                               ",0
"AHSPIA              ","Celtic Harmony Spiritual Awakening amulet                                                                               ","79","0.03","10.95",,0,"AHSPIAA.jpg                              ",0
"AIDSS               ","Discover Treasures amulet                                                                                               ","11","0.05","17.95",,0,"ADIST.jpg                                ",0
"AINDH               ","3/4"" Indian Head amulet                                                                                                 ","36","0.005","1.95",,0,"AINDH.jpg                                ",0
"AJOBT               ","Job's Tears amulet                                                                                                      ","31","0.05","3.95",1/1/2027 0:00:00,0,"AJOBT.jpg                                ",0
"AKEY3               ","3 1/4"" Key amulet                                                                                                       ","120","0.01","3.95",,0,"AKEY3.jpg                                ",0
"ALEGAH              ","1"" Legit Azabache Hand amulet                                                                                           ","44","0.005","8.95",,0,"ALEGAH.jpg                               ",0
"ALUC8               ","Lucky 8 amulet                                                                                                          ","19","0.03","15.95",,0,"ALUC8.JPG                                ",0
"ALUCC               ","1/2"" Lucky Clover amulet                                                                                                ","91","0.005","1.95",,0,"ALUCC.jpg                                ",0
"AMONT               ","Money Tree talisman                                                                                                     ","75","0.05","17.95",,0,"AMONTA.jpg                               ",0
"AMYSE               ","7/8"" Mystic Eye amulet                                                                                                  ","88","0.05","2.95",,0,"AMYSE.jpg                                ",0
"AOCHA               ","1"" Ochosis Arrow amulet                                                                                                 ","89","0.005","2.95",,0,"AOCHA.jpg                                ",0
"APEAG               ","1' peace sign, gold amulet                                                                                              ","50","0.005","7.95",,0,"APEAG.jpg                                ",0
"APEN                ","5/8"" Pentagram amulet                                                                                                   ","24","0.005","2.25",,0,"APEN.jpg                                 ",0
"APEW1               ","50 Lb Pewter ( box varies 48- 52#)                                                                                      ","269.82","1","16",,0,"APEW1.jpg                                ",0
"APROA               ","Protect from Accidents amulet                                                                                           ","0","0.04","17",1/1/2027 0:00:00,0,"APROAA.jpg                               ",0
"ARURU               ","Rune Uruz amulet                                                                                                        ","77","0.03","10.95",,0,"ARURUA.jpg                               ",0
"ASCI                ","1"" Scissor amulet                                                                                                       ","16","0.005","1.95",5/1/2026 0:00:00,0,"ASCI.jpg                                 ",0
"ASECM               ","Secrets of Money talisman                                                                                               ","55","0.05","17.95",,0,"ASECM.jpg                                ",0
"ASHADA              ","1 1/2"" Shango Double Ax amulet                                                                                          ","70","0.005","2.95",,0,"ASHADA.jpg                               ",0
"ASKE                ","1 1/2"" Skeleton amulet                                                                                                  ","23","0.005","2.95",,0,"ASKEA.jpg                                ",0
"ASNA                ","1 1/2"" Snake amulet                                                                                                     ","33","0.005","3.95",,0,"ASNA.jpg                                 ",0
"ASOLH               ","Solomon's Hexagram amulet                                                                                               ","0","0.04","17.95",1/1/2027 0:00:00,0,"ASOLH.jpg                                ",0
"ASOLMD              ","Solomon's Magic Discovery amulet                                                                                        ","3","0.04","17.95",1/1/2027 0:00:00,0,"ASOLMD.jpg                               ",0
"ASOLP               ","Solomon's Pentagram amulet                                                                                              ","3","0.04","17.95",1/1/2027 0:00:00,0,"ASOLPAA.jpg                              ",0
"ASOLS               ","Solomon's Seal amulet                                                                                                   ","8","0.04","15.95",,0,"ASOLSA.jpg                               ",0
"ASTBEN              ","3/4"" St Benedict amulet                                                                                                 ","87","0.005","2.95",,0,"ASTBEN.jpg                               ",0
"ATIBBON23           ","(set of 23) T ibetan Bone Charm various                                                                                 ","100","0.7","63.95",,0,"ATIBBON.jpg                              ",0
"ATRAV               ","Raven totem amulet                                                                                                      ","0","0.03","10.95",3/13/2026 0:00:00,0,"ATRAV.JPG                                ",0
"ATREL               ","3/4"" Tree of Life amulet                                                                                                ","21","0.005","1.95",,0,"ATRELL.jpg                               ",0
"ATRETMP             ","1 1/4"" Tree of Life Triple Moon Pentagram amulet                                                                        ","29","0.005","3.95",,0,"ATRETMP.jpg                              ",0
"ATRIL               ","1 1/8"" Triquetra amulet                                                                                                 ","17","0.01","2.95",,0,"ATRIL.jpg                                ",0
"ATRIMP              ","1 1/8 Triple Moon Pentagram amulet                                                                                      ","54","0.1","2.95",,0,"ATRIMP.jpg                               ",0
"ATRIQU              ","3/4"" Triquetra amulet                                                                                                   ","0","0.005","2.95",,0,"ATRIQU.jpg                               ",0
"AWATT               ","Wicca Attraction amulet                                                                                                 ","45","0.03","10.95",,0,"AWATT.JPG                                ",0
"AWBAL               ","Wicca Balancing amulet                                                                                                  ","4","0.03","10.95",,0,"AWBAL.JPG                                ",0
"AWDIR               ","Wicca Direction amulet                                                                                                  ","74","0.03","10.95",,0,"AWDIR.JPG                                ",0
"AWINF               ","Win the Female talisman                                                                                                 ","6","0.05","17.95",,0,"AWINFA.jpg                               ",0
"AWNEW               ","Wicca New Beginnings amulet                                                                                             ","86","0.03","10.95",,0,"AWNEW.JPG                                ",0
"AWPOW               ","Wicca Power amulet                                                                                                      ","10","0.03","10.95",,0,"AWPOW.JPG                                ",0
"AWPRO               ","Wicca Protection amulet                                                                                                 ","2","0.03","10.95",3/13/2026 0:00:00,0,"AWPRO.JPG                                ",0
"AWSPI               ","Wicca Spiritual Rebirth amulet                                                                                          ","46","0.03","10.95",,0,"AWSPI.JPG                                ",0
"AWSTA               ","Wicca Stability amulet                                                                                                  ","3","0.03","10.95",,0,"AWSTA.JPG                                ",0
"AWWIS               ","Wicca Wisdom amulet                                                                                                     ","4","0.03","10.95",,0,"AWWIS.JPG                                ",0
"B200SPE             ","200 Spells for Young Witch & Wizard (hc) by Kilkenny Knickerbocker                                                      ","2","0.9","15.99",,0,"B200SPE.jpg                              ",0
"B27ASTP             ","2026 Astrological Pocket Planner by Llewellyn                                                                           ","0","0.4","9.99",,1,"B26ASTP.jpg                              ",1
"B27ASTW             ","2026 Astrological Calendar by Llewellyn                                                                                 ","0","1","16.99",,1,"B26ASTW.jpg                              ",0
"B27BLACAT           ","2026 Black Cat calendar                                                                                                 ","0","0.7","29.99",,1,"B26BLACAT.jpg                            ",0
"B27CANMAG           ","2026 Candle Magic Spell calendar                                                                                        ","0","0.7","29.99",,1,"B26CANMAG.jpg                            ",0
"B27CATRID           ","2026 Cats Riding on Crystals calendar                                                                                   ","0","0.7","29.99",,1,"B26CATRID.jpg                            ",0
"B27CRYMAG           ","2026 Crystal Magic calendar                                                                                             ","0","0.7","29.99",,1,"B26CRYMAG.jpg                            ",0
"B27DAIP             ","2026 Daily Planetary Guide by Llewellyn                                                                                 ","0","0.7","13.99",,1,"B26DAIP.jpg                              ",0
"B27HERA             ","2026 Herbal Almanac by Llewellyn                                                                                        ","0","0.9","15.99",,1,"B26HERA.jpg                              ",0
"B27KITWIT           ","2026 Kitchen Witch Spell calendar                                                                                       ","0","0.7","29.99",,1,"B26KITWIT.jpg                            ",0
"B27MAGA             ","2026 Magical Almanac by Llewellyn                                                                                       ","0","0.8","15.99",,1,"B26MAGA.jpg                              ",0
"B27MAGGCW           ","2026 Magical Mystical Cats Calendar by Llewellyn                                                                        ","0","0.8","15.99",,1,"B26MAGGCW.jpg                            ",0
"B27MAGHER           ","2026 Magical Herbs Spell calendar                                                                                       ","0","0.7","29.99",,1,"B26MAGHER.jpg                            ",0
"B27MAGMW            ","2026 Magical Moon Calendar by Llewellyn                                                                                 ","0","0.8","15.99",,1,"B26MAGMW.jpg                             ",0
"B27MOOD             ","2026 Moon Sign Datebook by Llewellyn                                                                                    ","0","0.7","13.99",,1,"B26MOOD.jpg                              ",0
"B27MOOMAG           ","2026 Moon Magic Spell calendar                                                                                          ","0","0.7","29.99",,1,"B26MOOMAG.jpg                            ",0
"B27MOOS             ","2026 Moon Sign Book by Llewellyn                                                                                        ","0","0.9","14.99",,1,"B26MOOS.jpg                              ",0
"B27POIPLA           ","2026 Poisonous Plants calendar                                                                                          ","0","0.7","29.99",,1,"B26POIPLA.jpg                            ",0
"B27SABA             ","2026 Sabbats Almanac by Llewellyn                                                                                       ","0","0.9","14.99",,1,"B26SABA.jpg                              ",0
"B27SEAHER           ","2026 Seasonal Herbs calendar                                                                                            ","0","0.7","29.99",,1,"B26SEAHER.jpg                            ",0
"B27SEAZOD           ","2026 Seasons of the Zodiac Astrology calendar                                                                           ","0","0.7","29.99",,1,"B26SEAZOD.jpg                            ",0
"B27SUNS             ","2026 Sun Sign Book by Llewellyn                                                                                         ","0","1.1","14.99",,1,"B26SUNS.jpg                              ",0
"B27TAR              ","2026 Tarot calendar                                                                                                     ","0","0.7","29.99",,1,"B26TAR.jpg                               ",0
"B27WIC              ","2026 Wiccan calendar                                                                                                    ","0","0.7","29.99",,1,"B26WIC.jpg                               ",0
"B27WITCA            ","2026 Witches Companion Almanac by Llewellyn                                                                             ","0","0.8","14.99",,1,"B26WITCA.jpg                             ",0
"B27WITD             ","2026 Witches Datebook by Llewellyn                                                                                      ","0","0.6","13.99",,1,"B26WITD.jpg                              ",0
"B27WITS             ","2026 Witches Spell A Day Almanac by Llewellyn                                                                           ","0","0.8","14.99",,1,"B26WITS.jpg                              ",0
"B27WITW             ","2026 Witches' Calendar by Llewellyn                                                                                     ","0","0.8","15.99",,1,"B26WITW.jpg                              ",0
"B365DAYH            ","365 Days of Hoodoo by Stephanie Rose Bird                                                                               ","25","1.3","19.99",,0,"B365DAYH.jpg                             ",0
"B369LAWA            ","369 Laws of Attraction                                                                                                  ","0","1","16.99",4/1/2026 0:00:00,0,"B369LAWA.jpg                             ",0
"B777OTH0AC          ","777 & Other Qabalistic Writings by Aleister Crowley                                                                     ","8","1.2","32.95",,0,"B777OTH.JPG                              ",0
"BADVCAN             ","Advanced Candle Magick - by Raymond Buckland                                                                            ","8","0.9","16.99",,0,"BADVCAN.JPG                              ",0
"BADVWIT             ","Advanced Witchcraft by Patricia Telesco                                                                                 ","7","0.5","19.95",,0,"BADVWIT.jpg                              ",0
"BAFRAMEM            ","African American Magick by Stephanie Rose Bird                                                                          ","7","0.8","19.95",,0,"BAFRAMEM.jpg                             ",0
"BALECROC            ","Aleister Crowley Collection                                                                                             ","6","2.8","39.99",,0,"BALECROC.jpg                             ",0
"BANCEGY             ","Ancient Egyptian Magic by Elenor Harris                                                                                 ","6","0.7","18.95",,0,"BANCEGY.jpg                              ",0
"BANCEGYM            ","Ancient Egyptian Magic for Modern Witches by Ellen Cannon Reed                                                          ","11","0.9","18.95",,0,"BANCEGYM.jpg                             ",0
"BANGNUM             ","Angel Numbers by Fortuna Noir                                                                                           ","14","0.5","12.99",,0,"BANGNUM.jpg                              ",0
"BAPPFOL             ","Appalachian Folk Healing by Jake Richards                                                                               ","15","0.4","16.95",,0,"BAPPFOL.jpg                              ",0
"BARCINV             ","Archangels Invoke & Work with Angelic Messengers by Richard Webster                                                     ","4","0.9","16.99",,0,"BARCINV.jpg                              ",0
"BARTHOOC            ","Art of Hoodoo Candle Magic by Yronwode & Strabo                                                                         ","0","0.4","14.95",1/1/2027 0:00:00,0,"BARTHOOC.jpg                             ",0
"BARTMAKM            ","Art of Making Mojos by Catherine Yronwode                                                                               ","8","0.4","14.95",,0,"BARTMAKM.jpg                             ",0
"BARTPRASH           ","Art & Practice of Spiritual Herbalism by Karen M Rose                                                                   ","12","1.6","26.99",,0,"BARTPRASH.jpg                            ",0
"BARTWIT             ","Art of Witch (hc) by Fiona Horne                                                                                        ","16","1.1","18.95",,0,"BARTWIT.jpg                              ",0
"BASTGUI             ","Astrology Guided Workbook                                                                                               ","0","1","12.99",4/1/2026 0:00:00,0,"BASTGUI.jpg                              ",0
"BASTPROB            ","Astral Projection for Beginner by Edain McCoy                                                                           ","1","0.7","16.99",,0,"BASTPROB.JPG                             ",0
"BAURREA             ","Aura Reading for Beginners by Richard Webster                                                                           ","7","0.5","15.99",,0,"BAURREA.JPG                              ",0
"BAWAOSI             ","Awakening Osiris by Normandi Ellis                                                                                      ","7","0.7","18.95",,0,"BAWAOSI.jpg                              ",0
"BBABFIR             ","Baby's First Zodiac by Pieri & Mola                                                                                     ","8","1.4","8.99",,0,"BBABFIR.jpg                              ",0
"BBABYAG             ","Baba Yaga's Book of Witchcraft by Madame Pamita                                                                         ","0","1.7","26.99",,0,"BBABYAG.jpg                              ",0
"BBACGAR             ","Backyard Garden Witchery by Laurel Woodward                                                                             ","4","1.8","29.99",,0,"BBACGAR.jpg                              ",0
"BBACWIT             ","Backwoods Witchcraft by Jake Richards                                                                                   ","6","0.9","18.95",,0,"BBACWIT.jpg                              ",0
"BBAPREV             ","Baphomet Revealed by Heather Lynn                                                                                       ","4","0.5","17.95",,0,"BBAPREV.jpg                              ",0
"BBASPSY             ","Basic Psychic Development by Friedlander & Hemsher                                                                      ","7","0.5","18.95",,0,"BBASPSY.jpg                              ",0
"BBBB004             ","Tan aged looking paper w/ buckle 4 1/2"" x 6 1/2"" - 240 pages - Unlined                                                  ","7","1.2","23.95",,0,"BBBB004.jpg                              ",0
"BBBB005             ","Black w/ buckle 4 1/2"" x 6 1/2"" - 240 pages - Unlined                                                                   ","25","1.2","23.95",,0,"BBBB005.jpg                              ",0
"BBBC03              ","5"" x 7"" Black Embossed leather w/ key & cord                                                                            ","35","1","36.95",,0,"BBBC03.jpg                               ",0
"BBBCH               ","5"" x 7"" Triquetra leather w/ Latch                                                                                      ","19","1","18.95",,0,"BBBCH.jpg                                ",0
"BBBCHT              ","5"" x 7"" Heart leather blank book w/cord                                                                                 ","1","1","17.95",,1,"BBBCHT.jpg                               ",0
"BBBCMMC             ","5"" x 7"" Triple Goddess leather blank book w/cord                                                                        ","42","1","19.95",,0,"BBBCMMC.jpg                              ",0
"BBBCTM              ","5"" x 7"" Triple Moon with Stone Embossed leather w/ cord                                                                 ","8","1","18.95",,0,"BBBCTM.jpg                               ",0
"BBBCTMP             ","5"" x 7"" Triple Moon Pentagram leather blank book w/cord                                                                 ","4","1","17.95",,0,"BBBCTMP.jpg                              ",0
"BBBCWP              ","5"" x 7"" Pentagram leather blank book w/cord                                                                             ","49","1","17.95",,0,"BBBCWP.jpg                               ",0
"BBBL2367            ","Lapis Sun leather blank journal w/ latch                                                                                ","13","0.6","21.95",,0,"BBBL2367.jpg                             ",0
"BBBL276             ","Fairy Moon leather blank book w/ latch                                                                                  ","37","1.2","30.95",,0,"BBBL276.jpg                              ",0
"BBBL3008            ","Tree Woman leather blank book w/ latch                                                                                  ","22","1.2","34.95",,0,"BBBL3008.jpg                             ",0
"BBBL3052            ","Aged Looking Paper leather w/ latch                                                                                     ","0","1.2","33.95",3/20/2026 0:00:00,0,"BBBL3052.jpg                             ",0
"BBBL3053            ","Ouija Board Planchette leather w/ latch                                                                                 ","32","1.2","33.95",,0,"BBBL3053.jpg                             ",0
"BBBL3274            ","Key aged looking paper leather w/ latch                                                                                 ","6","1.2","33.95",,0,"BBBL3274.jpg                             ",0
"BBBL3275            ","Book of Shadows aged looking paper leather w/ latch                                                                     ","30","1.2","32.95",,0,"BBBL3275.jpg                             ",0
"BBBL3319            ","Pentagram W stone aged looking paper leather w/ latch                                                                   ","6","1.1","34.95",,0,"BBBL3319.jpg                             ",0
"BBBL3321            ","Tree of Life aged looking paper leather w/ latch                                                                        ","7","1.3","28.95",,0,"BBBL3321.jpg                             ",0
"BBBL3353            ","Fairy Journal with Spotted Wings aged looking paper leather w/ latch                                                    ","3","1.3","28.95",,0,"BBBL3353.jpg                             ",0
"BBBL3354            ","Dragon Journal aged looking paper leather w/ latch                                                                      ","5","1.3","27.95",,0,"BBBL3354.jpg                             ",0
"BBBL3358            ","Book of Shadows Journal aged looking paper leather w/ latch                                                             ","0","1.3","35.95",3/20/2026 0:00:00,0,"BBBL3358.jpg                             ",0
"BBBL3374            ","Fairy aged looking paper leather w/ latch                                                                               ","20","1.3","33.95",,0,"BBBL3374.jpg                             ",0
"BBBL3378            ","Tetragrammaton aged looking paper leather w/ latch                                                                      ","31","1.3","33.95",,0,"BBBL3378.jpg                             ",0
"BBBL3379            ","Double Dragon aged looking paper leather w/ latch                                                                       ","9","1.3","27.95",,0,"BBBL3379.jpg                             ",0
"BBBL3391            ","Moth & Ouija Board aged looking paper leather w/ latch                                                                  ","79","1.3","33.95",,0,"BBBL3391.jpg                             ",0
"BBBL3392            ","Blue with Stone aged looking paper leather w/ latch                                                                     ","29","1.3","33.95",,0,"BBBL3392.jpg                             ",0
"BBBL3393            ","7 Chakra aged looking paper leather w/ latch                                                                            ","13","1.6","36.95",,0,"BBBL3393.jpg                             ",0
"BBBL3425            ","Sun & Moon aged looking paper leather w/ latch 4 1/2"" x 6 1/2"" - Unlined                                                ","18","1.2","38.95",,0,"bbbl3425.jpg                             ",0
"BBBL3426            ","Fairy aged looking paper leather w/ latch 4 1/2"" x 6 1/2"" - Unlined                                                     ","16","1.2","38.95",,0,"BBBL3426.jpg                             ",0
"BBBL3427            ","Double Dragon aged looking paper leather w/ latch 4 1/2"" x 6 1/2"" - Unlined                                             ","2","1.2","38.95",,0,"BBBL3427.jpg                             ",0
"BBBL3440            ","Tree of Life aged looking paper leather w/ latch 4 1/2"" x 6 1/2"" - Unlined                                              ","31","1.2","35.95",,0,"BBBL3440.jpg                             ",0
"BBBL3441A           ","Red Double Dragon aged looking paper leather w/ latch 4 1/2"" x 6 1/2"" - Unlined                                         ","3","1.2","35.95",,0,"BBBL3441A.jpg                            ",0
"BBBL3456            ","Cat aged looking paper leather w/ latch 4 1/2"" x 6 1/2"" - Unlined                                                       ","0","1.2","27.95",3/20/2026 0:00:00,0,"BBBL3456.jpg                             ",0
"BBBL3459            ","Buddha/Tree of Life aged looking paper leather w/ latch                                                                 ","29","1.3","28.95",,0,"BBBL3459.jpg                             ",0
"BBBL3462            ","Dragon on Rock aged looking paper leather w/ latch                                                                      ","8","1.3","28.95",,0,"BBBL3462.jpg                             ",0
"BBBL3478            ","Sun/ Moon/ Tree aged looking paper leather w/ latch                                                                     ","6","1.3","30.95",3/20/2026 0:00:00,0,"BBBL3478.jpg                             ",0
"BBBL612             ","7 Stone leather blank book w/ 3 latch                                                                                   ","5","19","137.95",,0,"BBBL612.jpg                              ",0
"BBBL637             ","5"" x 7"" green Tree of Life leather w/ latch                                                                             ","3","1.2","26.95",,0,"BBBL637.jpg                              ",0
"BBBL641             ","5"" x 7"" Black Pentagram leather w/ latch                                                                                ","0","1.1","29.95",3/20/2026 0:00:00,0,"BBBL641.jpg                              ",0
"BBBL675             ","10"" x 13"" Chakra leather blank book w/ latch                                                                            ","3","4.7","91.95",,0,"BBBL675.jpg                              ",0
"BBBL803             ","Wolf & Tree of Life leather blank book w/ latch                                                                         ","8","1.2","26.95",,0,"BBBL2803.JPG                             ",0
"BBBL937             ","Sunflower leather blank book w/ latch                                                                                   ","36","1.2","31.95",,0,"BBBL937.jpg                              ",0
"BBBLBOOS            ","Book of shadows, Magick, Spells & Rituals (hc) by Anastasia Greywolf                                                    ","7","1.1","16.99",,0,"BBBLBOOS.jpg                             ",0
"BBBLDKR             ","5"" x 7"" Tree of Life Embossed leather w/latch                                                                           ","0","1","18.95",3/6/2026 0:00:00,0,"BBBLDKR.jpg                              ",0
"BBBLEARTH           ","5"" x 7"" Goddess of Earth Embossed leather w/ latch                                                                      ","37","1","18.95",,0,"BBBLEARTH.JPG                            ",0
"BBBLFL              ","5"" x 7"" Flower of Life Embossed leather w/ latch                                                                        ","5","1","18.95",3/6/2026 0:00:00,0,"BBBLFL.jpg                               ",0
"BBBLGODE            ","5"" x 7"" God's Eye Embossed leather w/ latch                                                                             ","0","1","18.95",3/6/2026 0:00:00,0,"BBBLGODE.jpg                             ",0
"BBBLMP              ","5"" x 7"" Moon Phase Embossed leather w/ latch                                                                            ","86","1","18.95",,0,"BBBLMP.jpg                               ",0
"BBBLMPGS            ","5"" x 7"" Moon Phase Silver/ Black Embossed leather w/ latch                                                              ","58","1","23.95",,0,"BBBLMPGS.jpg                             ",0
"BBBLOWL             ","5"" x 7"" Owl leather blank book w/ latch                                                                                 ","0","1","18.95",3/6/2026 0:00:00,0,"BBBLOWL.jpg                              ",0
"BBBLP449            ","Pentagram leather blank book w/ latch                                                                                   ","18","1.1","29.95",,0,"BBBLP449.jpg                             ",0
"BBBLPB              ","5"" x 7"" Broom Pentagram Embossed leather w/ latch                                                                       ","6","1","18.95",,0,"BBBLPB.JPG                               ",0
"BBBLRUNE            ","5"" x 7"" Rune leather blank book w/ latch                                                                                ","5","1","19.95",,0,"BBBLRUNE.jpg                             ",0
"BBBLS549            ","10"" x 13"" Stone leather blank book w/ latch                                                                             ","7","5","71.95",,0,"BBBLS549.jpg                             ",0
"BBBLSAC             ","Sacred Space lined journal                                                                                              ","10","1.5","23.95",,0,"BBBLSAC.jpg                              ",0
"BBBLSCSS            ","6"" x 8"" 7 Chakra stones Embossed leather w/ latch                                                                       ","28","1.4","28.95",,0,"BBBLSCSS.jpg                             ",0
"BBBLSL68            ","Soft leather w/ Double latch                                                                                            ","9","1.2","29.95",,0,"BBBLSL68.jpg                             ",0
