Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Status
h16jasw-jasmine-flowers-whole-1oz-jasminum-officianale,Jasmine Flowers whole 1oz  (Jasminum officianale),"Jasmine or Jasminum Officinale and also known as Poet's Jasmine, originated in China. Fragrant plant known for its beauty which symbolizes motherhood. Referred to as the ""King of Oils"" because of its wonderful scent. In magic practices it divination, love, attract a soul mate, wealth, money, prophetic dreams and is great for charging quartz crystals. Flower form to be stored in an airtight container in a dark place. 1oz",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,Best Sellers,Money & Success,Psychic Powers/Development & Divination,Love, Attraction & Relationships,Dreams & Sleep,Youth & Beauty,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16JASW,226,shopify,0,deny,manual,14.23,,TRUE,TRUE,,https://www.azuregreen.net/images/HJASW_Bt.jpg,1,Jasmine Flowers whole 1oz  (Jasminum officianale),FALSE,active
h16jezrp-jezebel-root-pieces-1oz-picea,Jezebel Root pieces 1oz (Picea),"Jezebel Root is a common herb amongst the Pagan and Hoodoo traditions. Magical uses may assist you with attracting money and wealth, increase sales and customers, and attraction of men. Root form to be stored in a sealed container in a cool, dark place. 1oz.",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,Best Sellers,Money & Success,Love, Attraction & Relationships,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16JEZRP,90,shopify,187,deny,manual,3.84,,TRUE,TRUE,,https://www.azuregreen.net/images/HJEZRP_B.JPG,1,Jezebel Root pieces 1oz (Picea),FALSE,active
h16jiap-jaiogulan-herb-powder-1oz,Jaiogulan herb powder 1oz,"Jiaogulian herb powder also known as Gynostemma pentaphyllum A traditional Chinese medicinal herb with many potential health benefits. Known as the ""herb of immortality"" because of its association with longevity. Antioxidant and anti-inflammatory containing gypenosides, which are said to protect cells from damage caused by oxidative stress. May increase levels of superoxide dismutase, an antioxidant. May increase athletic performance and the body's ability to recover from exercise. May Improved sleep: Jiaogulan is said to have a calming effect and may promote sound sleep at lower doses. Powder 1oz. educational pursoses only",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,Banishing, Exorcism & Hex Breaking,Protection & Evil Eye,Healing & Health,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16JIAP,45,shopify,29,deny,manual,6.44,,TRUE,TRUE,,https://www.azuregreen.net/images/HJIAP_H_16.jpg,1,Jaiogulan herb powder 1oz,FALSE,active
h16junw-juniper-berries-whole-1oz-juniperus-communis,Juniper Berries whole 1oz  (Juniperus communis),"Juniper Berries or Juniperus Communis, originating in Europe. Mentioned in Egyptian writings and found in King Tut's tomb as an offering. In magic practices it may be a great ingredient for health, attracting good, love, health, anti-theft, exorcism, health, and protection. Berry form form to be stored in a sealed container away from light and moisture. 1oz",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,Best Sellers,Banishing, Exorcism & Hex Breaking,Protection & Evil Eye,Healing & Health,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16JUNW,45,shopify,75,deny,manual,6.44,,TRUE,TRUE,,https://www.azuregreen.net/images/HJUNW_Bt.jpg,1,Juniper Berries whole 1oz  (Juniperus communis),FALSE,active
h16lavw-lavender-flowers-whole-1oz-lavandula-angustifolia,Lavender Flowers whole 1oz (Lavandula angustifolia),"Lavender flower or also known as Lavandula Angustifolia, originating in France. Used widely in many holistic practices. Everything from waters, personal care items, in the food industry and for the popular smell. In magic it is used for love, protection, healing, sleep, chastity, longevity, purification, happiness and peace. Flower form to be store in a sealed container away from light and heat. 1oz",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,Best Sellers,Cleansing & Purification,Protection & Evil Eye,Negativity & Bad Luck,Healing & Health,Love, Attraction & Relationships,Sexual Functions, Lust, & Virility,Dreams & Sleep,Peace, Happiness & Relaxation,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16LAVW,90,shopify,397,deny,manual,5.14,,TRUE,TRUE,,https://www.azuregreen.net/images/H16LAVW_T.jpg,1,Lavender Flowers whole 1oz (Lavandula angustifolia),FALSE,active
h16lemb-lemon-balm-cut-1oz-melissa-officinali,Lemon Balm cut 1oz  (Melissa officinali),"Lemon Balm or Melissa Officinals also known as Sweet Melissa, originating in Europe. This herb was dedicated to the Goddess of the hunt. Having a long history of use in the culinary field as well as the cosmetic industry. In magic it is used for love, success, healing, spiritual development, and healing. Cut form to be stored in a sealed container in a cool, dark place. 1oz.",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,Best Sellers,Money & Success,Healing & Health,Love, Attraction & Relationships,Youth & Beauty,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16LEMB,90,shopify,138,deny,manual,5.14,,TRUE,TRUE,,https://www.azuregreen.net/images/HLEMB_Bt.jpg,1,Lemon Balm cut 1oz  (Melissa officinali),FALSE,active
h16lemgc-lemongrass-cut-1oz-cymbopogon-citratus,Lemongrass cut 1oz (Cymbopogon citratus),"Lemongrass or Cymbopogon Citratus and also known as Citronella Grass, and Barbed Wire Grass. Used widely throughout the globe in the culinary industry. In magical practices it makes a strong ingredient in lust, repels snakes, psychic powers and cleansing spells. Cut form to be stored in a sealed container in a cool, dark place. 1oz Cut may vary in looks from regular to ""tea cut"" which is a finer grain.",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,Cleansing & Purification,Psychic Powers/Development & Divination,Sexual Functions, Lust, & Virility,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16LEMGC,113,shopify,151,deny,manual,3.84,,TRUE,TRUE,,https://www.azuregreen.net/images/HLEMGC_Bt.jpg,1,Lemongrass cut 1oz (Cymbopogon citratus),FALSE,active
h16lempc-lemon-peel-cut-1oz,Lemon Peel cut 1oz,"Lemon peel also know as Citrus limon, originating in the United States. Lemon peel uses date back in Greece to 300 BC and has been discovered in the ruins of Pompeii. Widely used in the culinary field. In magic it is used for clarity, purification, happiness, aura cleansing and rejuvenation. Cut form, to be stored in a cool, dry place away from direct light. 1oz",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,Cleansing & Purification,Peace, Happiness & Relaxation,Wisdom & Spiritual Growth,Youth & Beauty,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16LEMPC,45,shopify,28,deny,manual,6.44,,TRUE,TRUE,,https://www.azuregreen.net/images/H_16_HLEMPC_B.jpg,1,Lemon Peel cut 1oz,FALSE,active
h16lemvc-lemon-verbena-leaf-cut-1oz-aloysia-triphylla,Lemon Verbena Leaf cut 1oz  (Aloysia triphylla),"Lemon Verbena or Aloysia Triphylla and also known as Vervain, or Lemon Bee Bush. Popular in use of potpourri and in crafts, as well as in the cosmetic industry. In magic it may be used to prevent dreams, purification, attraction of the opposite sex, and to increase attractiveness. Leaf form to be stored in a sealed container in a cool, dark place. 1oz.",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,Cleansing & Purification,Love, Attraction & Relationships,Dreams & Sleep,Youth & Beauty,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16LEMVC,90,shopify,53,deny,manual,3.84,,TRUE,TRUE,,https://www.azuregreen.net/images/HLEMVC_Bt.jpg,1,Lemon Verbena Leaf cut 1oz  (Aloysia triphylla),FALSE,active
h16linfc-linden-flower-tilia-argentum-cut-1oz,Linden Flower (Tilia argentum) cut 1oz,"Linden Flower or Tilia Argentum originated in Europe. Legends has it that this herb offers protection from being struck by lightning. Used medicinally for a variety of reasons. In magic it may assist your spell work involving purification, protection, immortality, luck, sleep, calmness, and love. Cut form to be sealed in an airtight container away from light and moisture. 1oz",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,Cleansing & Purification,Protection & Evil Eye,Love, Attraction & Relationships,Good Luck, Prosperity & Manifesting,Dreams & Sleep,Peace, Happiness & Relaxation,Youth & Beauty,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16LINFC,90,shopify,53,deny,manual,9.04,,TRUE,TRUE,,https://www.azuregreen.net/images/HLINFC.jpg,1,Linden Flower (Tilia argentum) cut 1oz,FALSE,active
h16lowjw-low-john-whole-1oz,Low John whole 1oz,"Trillium pendulum

Known for bringing in good luck, especially to people trying to gain more money or win their case in court. This root can be added to a mojo bag and carried around as a protection talisman or it can be chewed and practiced with hoodoo spells, such as for uncrossing hexes from enemies or avoiding legal issues. Also used during love magic to promote higher sexuality and sensualityas it is a powerful  enhancment for couples in love and passion.",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,Banishing, Exorcism & Hex Breaking,Protection & Evil Eye,Curses, Crossing & Hexing,Negativity & Bad Luck,Money & Success,Love, Attraction & Relationships,Energy, Power & Motivation,Good Luck, Prosperity & Manifesting,Empower Spells & Sorcery,All Herb Accessories,Ritual Tools,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16LOWJW,226,shopify,24,deny,manual,22.04,,TRUE,TRUE,,https://www.azuregreen.net/images/HLOWJW_H_16.jpg,1,Low John whole 1oz,FALSE,active
h16manw-mandrake-cut-1oz-podophyllum-peltatum,Mandrake cut 1oz (Podophyllum peltatum),"Wild Crafted Mandrake Root also known as Podophyllum Peltatum or Indian Apple, or Mayapple. Originating in the United States and once commonly used by Native Americans. In magic practices it is a powerful component in protection, prosperity, money, health,fertility, image magic, attracting love and in exorcising evil spellwork. Root form to be put in a sealed contain away from direct light, heat, and humidity. 1oz Wild Crafted",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,Banishing, Exorcism & Hex Breaking,Protection & Evil Eye,Money & Success,Healing & Health,Love, Attraction & Relationships,New Beginnings, Rebirth, & Fertility,Good Luck, Prosperity & Manifesting,Intuition, Visions & Astral Travel,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16MANW,45,shopify,74,deny,manual,12.93,,TRUE,TRUE,,https://www.azuregreen.net/images/HMANW_Bt.jpg,1,Mandrake cut 1oz (Podophyllum peltatum),FALSE,active
h16marr-marshmallow-root-cut-1oz-althaea-officinalis,Marshmallow Root cut 1oz  (Althaea officinalis),"Marshmallow Root also known as Althaea Officinalis or Mortification Root, Hock Herb, or Sweet Weed. Used for thousands of years for culinary reasons. It makes a powerful magical component when doing work around protection, and to stimulate psychic powers. Cut form to put in a sealed container away from direct light, heat, and moisture. 1oz",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,Protection & Evil Eye,Psychic Powers/Development & Divination,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16MARR,113,shopify,83,deny,manual,5.14,,TRUE,TRUE,,https://www.azuregreen.net/images/HMARR_Bt.jpg,1,Marshmallow Root cut 1oz  (Althaea officinalis),FALSE,active
h16misc-mistletoe-cut-1oz-phoradendron-flavescens,Mistletoe cut 1oz (Phoradendron flavescens),"Mistletoe also known as Viscom Album, a member of the sandalwood family. Used traditionally as a decoration and for ceremonial reasons. In magic it can be a strong addition to your spellwork for fertility, love, hunting, fertility, health, exorcism, creativity, illness, misfortune, and protection. Cut form store in a sealed container away from light, heat, and humidity. 1oz",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,Banishing, Exorcism & Hex Breaking,Protection & Evil Eye,Healing & Health,Energy, Power & Motivation,New Beginnings, Rebirth, & Fertility,Good Luck, Prosperity & Manifesting,Empower Spells & Sorcery,Ritual Tools,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16MISC,45,shopify,81,deny,manual,5.14,,TRUE,TRUE,,https://www.azuregreen.net/images/HMISC_B.JPG,1,Mistletoe cut 1oz (Phoradendron flavescens),FALSE,active
h16mojwb-mojo-wish-bean-1oz-1618-gold-vicia-faba,Mojo Wish Bean 1oz 1618 gold (Vicia faba),Mojo Wish Beans also called African Wishing Beans is believed to possess the power to make your wishes come true. In some beliefs they are distributed for luck or carried in a flannel bag to obtain desires. Carry 1 Mojo Bean for each wish and watch them come true.,AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,Best Sellers,Good Luck, Prosperity & Manifesting,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16MOJWB,45,shopify,49,deny,manual,3.84,,TRUE,TRUE,,https://www.azuregreen.net/images/HMOJWB_Bt.jpg,1,Mojo Wish Bean 1oz 1618 gold (Vicia faba),FALSE,active
h16motc-motherwort-cut-1oz,Motherwort cut 1oz,"Wild Crafted Motherwort or Leonurus Cardiaca and also known as Lion's Ear, or Lion's Tail. Historically earning its name for being a favorite herb amongst midwives. Magically it can be used for confidence, protection, extra power and strength to women, motivation, energy, success, countering magic, calms, courage, heart healing and for keeping families safe. Cut form to be stored in a sealed container in a cool, dark place. 1oz Wild Crafted",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,Banishing, Exorcism & Hex Breaking,Protection & Evil Eye,Money & Success,Vitality, Strength & Courage,Energy, Power & Motivation,Empower Spells & Sorcery,Ritual Tools,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16MOTC,90,shopify,49,deny,manual,5.14,,TRUE,TRUE,,https://www.azuregreen.net/images/HMOTC.jpg,1,Motherwort cut 1oz,FALSE,active
h16mugc-mugwort-cut-1oz-artemisia-vulgaris,Mugwort cut 1oz (Artemisia Vulgaris),"Mugwort also known as Artemisia Vulgaris or Sailor's Tobacco, Cronewort, Felon Herb, and Old Uncle Henry. This is an ancient herb used for culinary and ceremonial purposes. Magically today it can be added to spells for strength, psychic powers, protection, healing, lust, fertility, cure disease, astral travel, and for dreams. Store in a sealed container away from direct exposure to light, heat and moisture. 1oz",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,Best Sellers,Protection & Evil Eye,Healing & Health,Psychic Powers/Development & Divination,New Beginnings, Rebirth, & Fertility,Sexual Functions, Lust, & Virility,Dreams & Sleep,Intuition, Visions & Astral Travel,Empower Spells & Sorcery,Ritual Tools,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16MUGC,90,shopify,552,deny,manual,3.84,,TRUE,TRUE,,https://www.azuregreen.net/images/HMUGC_T.jpg,1,Mugwort cut 1oz (Artemisia Vulgaris),FALSE,active
h16mulc-mullein-leaf-cut-1oz-verbascum-thapsus,Mullein Leaf cut 1oz  (Verbascum Thapsus),"Wild Crafted Mullein leaf often called Velvet Dock or Velvet Plant originated in Eastern Europe. Used as a candlestick by the Romans. Useful in preventing nightmares when put under your pillow, protection, health, love, divination, and exocism. May help harness courage and also can drive your enemies away. Pleasant scent and makes a great incense. Contains astringent and emollient compounds as well as other healing properties. 1oz cut leaf to be kept in a sealed container away from direct sunlight, heat, and moisture. Wild Crafted",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,Best Sellers,Banishing, Exorcism & Hex Breaking,Protection & Evil Eye,Healing & Health,Psychic Powers/Development & Divination,Love, Attraction & Relationships,Vitality, Strength & Courage,Dreams & Sleep,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16MULC,136,shopify,154,deny,manual,3.84,,TRUE,TRUE,,https://www.azuregreen.net/images/HMULC_B.JPG,1,Mullein Leaf cut 1oz  (Verbascum Thapsus),FALSE,active
h16musbs-brown-mustard-seed-1oz,Brown Mustard Seed 1oz,"Whole Brown Mustard seeds from the fruit of Brassica Nigra. An ancient spice dating back at least 5,000 years. This spice has a mild scent however, when heated up, or ground will produce a stronger smell. Used widely in the culinary, cosmetic field and in some gardens to deter small animals. In conjure work its magickal use is for shadow work and dark magic. 1oz Whole seeds to be stored in a container with a tight seal in a cool, dark cabinet.",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,Protection & Evil Eye,Money & Success,Good Luck, Prosperity & Manifesting,Focus, Mental Powers & Memory,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16MUSBS,45,shopify,43,deny,manual,3.84,,TRUE,TRUE,,https://www.azuregreen.net/images/H_16_MUSBS.jpg,1,Brown Mustard Seed 1oz,FALSE,active
h16neep-neem-powder-1oz,Neem Powder 1oz,"Neem powder is a species of evergreen tree in the mahogany family has a long history of use for various applications. Used as an organic pest control and as a chemical free fertilizer.Neem powder is valued in magical practices for protection, purification, and clarity, often used to sweep away unwanted energy and strengthen spiritual boundaries. Its cleansing nature also supports practical uses like skin-care pastes, hair treatments, and household blends, making it a dependable ally for both ritual work and everyday herbal routines. 1oz in powder form",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,All Herb Accessories,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16NEEP,68,shopify,38,deny,manual,5.14,,TRUE,TRUE,,https://www.azuregreen.net/images/HNEEP_H_16.jpg,1,Neem Powder 1oz,FALSE,active
h16netc-nettle-stinging-leaf-cut-1oz-urtica-dioica,"Nettle ""Stinging"" Leaf cut 1oz  (Urtica dioica)","Nettle leaf also known as Urtica Dioica or Stinging Nettle, originating in Easter Europe. Nettle is an annual herb that is related to the rose. Used historically medicinally and in foods for a variety of uses. In magic Nettle can be used in work around protection, healing, lust, and for exorcisms. 1oz cut form with a green scent, to be stored in a sealed container away from direct light and humidity.",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs N - Z,Banishing, Exorcism & Hex Breaking,Protection & Evil Eye,Healing & Health,Sexual Functions, Lust, & Virility,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16NETC,90,shopify,96,deny,manual,5.14,,TRUE,TRUE,,https://www.azuregreen.net/images/HNETC_Bt.jpg,1,"Nettle ""Stinging"" Leaf cut 1oz  (Urtica dioica)",FALSE,active
h16nutw-nutmeg-whole-1oz,Nutmeg whole 1oz,"Whole Nutmeg also known as Myristica fragrans, originating in Sri Lanka. This spice was highly sought after historically. Grated fresh in the culinary field mainly in deserts, breads as well as tea and coffee. The magical properties of Nutmeg may yield you luck in love and money. 1oz Whole form to be stored in an airtight container in a cool, dark place.",AzureGreen,Metaphysical Supplies,"1618 Gold Herb 1oz packs A - M,Protection & Evil Eye,Money & Success,Good Luck, Prosperity & Manifesting,Focus, Mental Powers & Memory,Alchemical Botanicals,The Way to Resonance",TRUE,Title,Default Title,H16NUTW,45,shopify,32,deny,manual,5.14,,TRUE,TRUE,,https://www.azuregreen.net/images/HNUTWB.jpg,1,Nutmeg whole 1oz,FALSE,active
