Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Status
jbglap-lapis-nugget-bracelet,Lapis Nugget bracelet,"Open yourself to the spirit world and infinite possibilities of the imagination wearing this power house of a bracelet. Lapis Lazuli is associated with the third eye and encourages self-awareness, allows self expression, reveals inner truth, and is a great remedy for migraines and headaches. Great for bringing about insight and spiritual transformation. Lapis nugget beaded bracelet. From China.",AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,All Jewelry,Bracelets,Stone & Crystal Chip & Nugget Bracelets,Stone & Crystal Beaded,Bracelets,Earth Relics,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBGLAP,90,shopify,37,deny,manual,10.34,,TRUE,TRUE,,https://www.azuregreen.net/images/JBGLAPPP.jpg,1,Lapis Nugget bracelet,FALSE,active
jbgqz-quartz-nugget-bracelet,Quartz Nugget bracelet,"A powerful Quartz nugget bracelet. Quartz is a master healer that may assist with any condition spiritually or energetically, cleanse and clear your energy, open you up to divine wisdom, as well as amplifying your intentions.",AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,All Jewelry,Bracelets,Stone & Crystal Chip & Nugget Bracelets,Stone & Crystal Beaded,Bracelets,Earth Relics,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBGQZ,226,shopify,67,deny,manual,10.34,,TRUE,TRUE,,https://www.azuregreen.net/images/JBGQZ.jpg,1,Quartz Nugget bracelet,FALSE,active
jbgqzs-quartz-strawberry-quartz-nugget-bracelet,Quartz & Strawberry Quartz Nugget bracelet,"Quartz crystal nugget bracelet with Strawberry Quartz spacers. Open yourself up to source and divine wisdom with this Quartz bracelet. Quartz is a master healer that will work on any condition, as well as amplifying and powering your intentions. From China",AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,All Jewelry,Bracelets,Stone & Crystal Chip & Nugget Bracelets,Stone & Crystal Beaded,Bracelets,Earth Relics,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBGQZS,90,shopify,0,deny,manual,7.74,,TRUE,TRUE,,https://www.azuregreen.net/images/JBGQZS.jpg,1,Quartz & Strawberry Quartz Nugget bracelet,FALSE,active
jbgrms-rainbow-moonstone-gemstone-bracelet,Rainbow Moonstone gemstone bracelet,"Rainbow Moonstone is a beautiful stone that embodies the feminine energy. May help with balance, harmony, hope, creativity, compassion, endurance, inner confidence, and to help strengthen intuition and psychic skills. Beaded Rainbow Moonstone along an elastic cord. One size fits most. Stones 1/2"" at widest point. Bracelet has a unstretched diameter of 2 1/2"". Sizes may vary.",AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,All Jewelry,Stone & Crystal Chip & Nugget Bracelets,Stone & Crystal Beaded,Bracelets,Earth Relics,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBGRMS,90,shopify,99,deny,manual,10.34,,TRUE,TRUE,,https://www.azuregreen.net/images/JBGRMS.jpg,1,Rainbow Moonstone gemstone bracelet,FALSE,active
jbgrq-rose-quartz-gemstone-bracelet,Rose Quartz gemstone bracelet,"A simple and subtle piece of jewelry which can serve as meditative focus. Many wonderful healing properties in this Quartz, including, love, forgiveness, phobias, fears, unconditional love, and guilt. Strung on heavy weight elastic, one size fits most. Natural stone beads - shape/size will vary. Rose Quartz.  Bracelet (unstretched) 2 3/4""",AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,All Jewelry,Stone & Crystal Chip & Nugget Bracelets,Stone & Crystal Beaded,Bracelets,Love & Relationships,Earth Relics,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBGRQ,72,shopify,94,deny,manual,7.74,,TRUE,TRUE,,https://www.azuregreen.net/images/JBGRQ.jpg,1,Rose Quartz gemstone bracelet,FALSE,active
jbgsup7-super-7-nugget-bracelet,Super 7 Nugget bracelet,"Super 7 beaded bracelet with nugget shaped beads. Super 7 consists of seven different powerful stones found together. Many great benefits packed into this bracelet. The stones consist of Amethyst, Clear Quartz, Smoky Quartz, Cacoxenite, Goethite, Lepidocrocite, Rutile's. Made in China.",AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,All Jewelry,Bracelets,Stone & Crystal Chip & Nugget Bracelets,Stone & Crystal Beaded,Bracelets,Earth Relics,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBGSUP7,90,shopify,88,deny,manual,12.93,,TRUE,TRUE,,https://www.azuregreen.net/images/JBGSUP7.jpg,1,Super 7 Nugget bracelet,FALSE,active
jbgte-tiger-eye-gemstone-bracelet,Tiger Eye gemstone bracelet,"A simple and subtle piece of jewelry which can serve as meditative focus and as a protective ward without calling attention to your magical jewelry. Strung on heavy weight elastic, one size fits most. Natural stone beads - shape/size will vary. Tiger Eye. Beads 3/8"" - Bracelet (unstretched) 2 3/4""",AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,All Jewelry,Stone & Crystal Chip & Nugget Bracelets,Stone & Crystal Beaded,Bracelets,Earth Relics,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBGTE,72,shopify,79,deny,manual,9.04,,TRUE,TRUE,,https://www.azuregreen.net/images/JBGTE.jpg,1,Tiger Eye gemstone bracelet,FALSE,active
jbhm-magnetic-hematite-bracelet,Magnetic Hematite bracelet,"Believed to enhance the speed of the healing process, these magnetic hematite bracelets come in various styles. Magnetic Hematite will regulate blood flow in the body, relieve headaches, anemia and is great for cramps, spine issues and broken bones. Natural & Man made beads. 8""",AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,All Jewelry,Copper & Magnetic,Stone & Crystal Beaded,Bracelets,Earth Relics,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBHM,27,shopify,67,deny,manual,9.04,,TRUE,TRUE,,https://www.azuregreen.net/images/JBHM.JPG,1,Magnetic Hematite bracelet,FALSE,active
jbmagb-copper-magnetic-bracelet-varied,Copper Magnetic bracelet (varied),"Created in the style of ancient copper and bronze cuffs, this magnetic bracelet also features two magnets at its ends. Random selection - comes varied in styles, our pick. 2 1/2�",AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,Bronze & Copper Jewelry,All Jewelry,Copper & Magnetic,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBMAGB,27,shopify,213,deny,manual,5.14,,TRUE,TRUE,,https://www.azuregreen.net/images/JBMAGB.jpg,1,Copper Magnetic bracelet (varied),FALSE,active
jbmagh-copper-magnetic-bracelet-heavy,Copper Magnetic bracelet heavy,"A bracelet formed of solid copper braided together and capped with magnetic ends. Said to help your body's natural energies flow more freely. Slightly adjustable. 1/4"" thick.  2 3/4""",AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,Bronze & Copper Jewelry,All Jewelry,Copper & Magnetic,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBMAGH,36,shopify,32,deny,manual,9.04,,TRUE,TRUE,,https://www.azuregreen.net/images/JBMAGH.jpg,1,Copper Magnetic bracelet heavy,FALSE,active
jbmch-magnetic-leatherette-copper-bracelet-various-styles,Magnetic Leatherette Copper bracelet (various styles),"Introducing our pure copper magnetic leatherette bracelet, a stylish accessory that offers more than just good looks. Designed to fit all wrist sizes, these cuff bracelets are not only fashionable but also provide pain relief and a boost of energy. With various styles and hardware colors available, each bracelet is chosen at random, adding an element of surprise to your purchase. Whether you prefer a sleek silver or a bold gold finish, there's a bracelet to suit every taste.",AzureGreen,Metaphysical Supplies,"Bronze & Copper Jewelry,All Jewelry,Copper & Magnetic,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBMCH,45,shopify,11,deny,manual,20.73,,TRUE,TRUE,,https://www.azuregreen.net/images/JBMCH.jpg,1,Magnetic Leatherette Copper bracelet (various styles),FALSE,active
jbpame-amethyst-pendulum-bracelet,Amethyst pendulum bracelet,"Unique to these bracelets they may also be used as a pendulum for various dowsing and divinatory tasks. These bracelets are meant to be wearable tools and the pendulum bob may be removed or left on. 3/4"" Tree of Life. 9 stone beads 5/16"". Bobs are natural and will vary slightly from the average 1 5/8"" x 3/4"". Made in USA. Pewter, Amethyst. As a pendulum 11"" As a bracelet 8 1/2"".",AzureGreen,Metaphysical Supplies,"All Jewelry,Pendulum Bracelets,Pendulums,Mixed Genre Bracelets,Pendulums,Bracelets with Charms or Pendulums,Divination Tools,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBPAME,22,shopify,23,deny,manual,37.63,,TRUE,TRUE,,https://www.azuregreen.net/images/JBPAME.jpg,1,Amethyst pendulum bracelet,FALSE,active
jbpgav-green-aventurine-pendulum-bracelet,Green Aventurine pendulum bracelet,"Unique to these bracelets they may also be used as a pendulum for various dowsing and divinatory tasks. These bracelets are meant to be wearable tools and the pendulum bob may be removed or left on. 3/4"" Tree of Life. 9 stone beads 5/16"". Bobs are natural and will vary slightly from the average 1 5/8"" x 3/4"". Made in USA. Pewter, As a pendulum 11"" As a bracelet 8 1/2"" Green Aventurine.",AzureGreen,Metaphysical Supplies,"All Jewelry,Pendulum Bracelets,Pendulums,Mixed Genre Bracelets,Pendulums,Bracelets with Charms or Pendulums,Divination Tools,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBPGAV,22,shopify,24,deny,manual,37.63,,TRUE,TRUE,,https://www.azuregreen.net/images/JBPGAV.jpg,1,Green Aventurine pendulum bracelet,FALSE,active
jbphem-hematite-pendulum-bracelet,Hematite pendulum bracelet,"Unique to these bracelets they may also be used as a pendulum for various dowsing and divinatory tasks. These bracelets are meant to be wearable tools and the pendulum bob may be removed or left on. 3/4"" Tree of Life. 9 stone beads 5/16"". Bobs are natural and will vary slightly from the average 1 5/8"" x 3/4"". Made in USA. Pewter, Hematite. As a pendulum 11"" As a bracelet 8 1/2"".",AzureGreen,Metaphysical Supplies,"All Jewelry,Pendulum Bracelets,Pendulums,Mixed Genre Bracelets,Pendulums,Bracelets with Charms or Pendulums,Divination Tools,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBPHEM,22,shopify,12,deny,manual,37.63,,TRUE,TRUE,,https://www.azuregreen.net/images/JBPHEM.jpg,1,Hematite pendulum bracelet,FALSE,active
jbprqz-rose-quartz-pendulum-bracelet,Rose Quartz pendulum bracelet,"Each of these Pendulum Bracelets is a powerful and multi-use magical tool. Each can serve its owner in several ways. As a length of 3 x 3 beads for meditative, ritual or spell use.  3/4"" Tree of Life. 9 stone beads 5/16"". Bobs are natural and will vary slightly from the average 1 5/8"" x 3/4"". Made in USA. Pewter, Rose Quartz. As a pendulum 11"" As a bracelet 8 1/2"".",AzureGreen,Metaphysical Supplies,"All Jewelry,Pendulum Bracelets,Pendulums,Mixed Genre Bracelets,Pendulums,Bracelets with Charms or Pendulums,Divination Tools,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBPRQZ,22,shopify,24,deny,manual,37.63,,TRUE,TRUE,,https://www.azuregreen.net/images/JBPRQZ.jpg,1,Rose Quartz pendulum bracelet,FALSE,active
jbpte-tiger-s-eye-pendulum-bracelet,Tiger's Eye pendulum bracelet,"Each of these Pendulum Bracelets is a powerful and multi-use magical tool. Each can serve its owner in several ways. As a length of 3 x 3 beads for meditative, ritual or spell use. 3/4"" Tree of Life. 9 stone beads 5/16"". Bobs are natural and will vary slightly from the average 1 5/8"" x 3/4"". Made in USA. Pewter, Tiger's Eye. As a pendulum 11"" As a bracelet 8 1/2"".",AzureGreen,Metaphysical Supplies,"All Jewelry,Pendulum Bracelets,Pendulums,Mixed Genre Bracelets,Pendulums,Bracelets with Charms or Pendulums,Divination Tools,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBPTE,22,shopify,12,deny,manual,37.63,,TRUE,TRUE,,https://www.azuregreen.net/images/JBPTE.jpg,1,Tiger's Eye pendulum bracelet,FALSE,active
jbsam-4mm-amethyst-stretch-bracelet,4mm Amethyst stretch bracelet,"A one size fits most bracelet made from natural stone beads strung on a durable elastic band. Amethyst may assist you in happiness, calming fear, emotional storms, courage, love, peace, addiction, dreams, helps with insomnia and nightmares, and considered the ""stone of peace"". Elastic. Beads - 4mm - Bracelet unstretched - 2 1/2""",AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,All Jewelry,Stone & Crystal Beaded,Bracelets,Love & Relationships,Earth Relics,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBSAM,9,shopify,24,deny,manual,7.74,,TRUE,TRUE,,https://www.azuregreen.net/images/JBSAM.jpg,1,4mm Amethyst stretch bracelet,FALSE,active
jbsan-4mm-angelite-stretch-bracelet,4mm Angelite stretch bracelet,"Feel the of energy of peace flow into your field when you wear this Angelite bracelet. Angelite is a mineral with the healing powers to help with communication, higher awareness, telepathy, unblocking of all chakras, weight control, speaking your truth, cooling to burns and helps connect you to the angels. 4mm Beaded bracelet.",AzureGreen,Metaphysical Supplies,"All Jewelry,Bracelets,Bracelets,Angels,Love & Relationships,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBSAN,9,shopify,6,deny,manual,7.74,,TRUE,TRUE,,https://www.azuregreen.net/images/JBSANA.jpg,1,4mm Angelite stretch bracelet,FALSE,active
jbsaq-4mm-aquamarine-stretch-bracelet,4mm Aquamarine stretch bracelet,"The happiness 4mm Aquamarine stretch bracelet. The cleansing and watery properties of Aquamarine will wash away and purify your energy, leaving you feeling soothed and happy. 4mm",AzureGreen,Metaphysical Supplies,"All Jewelry,Bracelets,Bracelets,4mm & 6mm Beaded Bracelets/Anklets,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBSAQ,9,shopify,8,deny,manual,19.43,,TRUE,TRUE,,https://www.azuregreen.net/images/JBSAQ.jpg,1,4mm Aquamarine stretch bracelet,FALSE,active
jbsav-4mm-aventurine-stretch-bracelet,4mm Aventurine stretch bracelet,"A one size fits most bracelet made from natural stone beads strung on a durable elastic band. Aventurine. Beads - 4mm - Bracelet unstretched - 2 1/2""",AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,All Jewelry,Stone & Crystal Beaded,Bracelets,Earth Relics,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBSAV,9,shopify,23,deny,manual,7.74,,TRUE,TRUE,,https://www.azuregreen.net/images/JBSAV.jpg,1,4mm Aventurine stretch bracelet,FALSE,active
jbsbl-4mm-agate-blue-lace-stretch-bracelet,"4mm Agate, Blue Lace stretch bracelet","For a feeling of peace wear this blue lace Agate (dyed agate) beaded bracelet. Blue Lace Agate can assist us in bringing us back to our natural state of joy. Ease the pain and confusion of everyday life, as this will help heal and open up or energy channels to unconditional love. Anxiety relief and helpful in social situations.Made with 4mm with elastic for stretch.",AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,All Jewelry,Bracelets,Stone & Crystal Beaded,Bracelets,Love & Relationships,Earth Relics,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBSBL,9,shopify,10,deny,manual,7.74,,TRUE,TRUE,,https://www.azuregreen.net/images/JBSBLA.jpg,1,"4mm Agate, Blue Lace stretch bracelet",FALSE,active
jbsbo-4mm-black-obsidian-stretch-bracelet,4mm Black Obsidian stretch bracelet,"Black Obsidian is a stone that will assist you in staying grounded, assist unbalanced energy, stimulate your intuition, divination, and to keep your energy clean and protected. A one size fits most bracelet made from natural stone beads strung on a durable elastic band. Black Obsidian is mainly dark in color although it may produce smokey to clear pieces on occasion and these bracelets may vary slightly, Elastic. Beads - 4mm - Bracelet unstretched - 2 1/2""",AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,All Jewelry,Stone & Crystal Beaded,Bracelets,Earth Relics,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBSBO,9,shopify,31,deny,manual,7.74,,TRUE,TRUE,,https://www.azuregreen.net/images/JBSBO.jpg,1,4mm Black Obsidian stretch bracelet,FALSE,active
jbsbr-4mm-black-tourmaline-stretch-bracelet,4mm Black Tourmaline stretch bracelet,"Black Tourmaline is a great bracelet to wear often, it will assist you in grounding your energy throughout the day. This powerful stone will protect all of your chakras and is an effective blocker of negative vibes. It will transform disharmony into peace and is a wonderful meditative stone grounding you to the earths energies. 4mm Beaded bracelet.",AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,All Jewelry,Stone & Crystal Beaded,Bracelets,Earth Relics,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBSBR,9,shopify,2,deny,manual,8.65,,TRUE,TRUE,,https://www.azuregreen.net/images/JBSBR.jpg,1,4mm Black Tourmaline stretch bracelet,FALSE,active
jbscj-4mm-jade-chinese-stretch-bracelet,"4mm Jade, Chinese stretch bracelet",Help harness wisdom while wearing this Jade bracelet. Perfect size beads with lots of power. 4mm stretch bracelet.,AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,All Jewelry,Bracelets,Stone & Crystal Beaded,Bracelets,Earth Relics,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBSCJ,9,shopify,45,deny,manual,7.74,,TRUE,TRUE,,https://www.azuregreen.net/images/JBSCJ.jpg,1,"4mm Jade, Chinese stretch bracelet",FALSE,active
jbsds-4mm-dalmation-stretch-bracelet,4mm Dalmation stretch bracelet,Wear this Dalmatian stone to help with clarity. 4mm beads on a stretch bracelet.,AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,All Jewelry,Stone & Crystal Beaded,Bracelets,Earth Relics,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBSDS,9,shopify,10,deny,manual,7.74,,TRUE,TRUE,,https://www.azuregreen.net/images/JBSDS.jpg,1,4mm Dalmation stretch bracelet,FALSE,active
jbsfl-4mm-fluorite-stretch-bracelet,4mm Fluorite stretch bracelet,"A one size fits most bracelet made from natural stone beads strung on a durable elastic band. Fluorite. Beads - 4mm - Bracelet unstretched - 2 1/2""",AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,All Jewelry,Stone & Crystal Beaded,Bracelets,Earth Relics,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBSFL,9,shopify,9,deny,manual,7.74,,TRUE,TRUE,,https://www.azuregreen.net/images/JBSFL.jpg,1,4mm Fluorite stretch bracelet,FALSE,active
jbshe-4mm-hematite-stretch-bracelet,4mm Hematite stretch bracelet,"A one size fits most bracelet made from natural stone beads strung on a durable elastic band. Hematite. Beads - 4mm - Bracelet unstretched - 2 1/2""",AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,All Jewelry,Stone & Crystal Beaded,Bracelets,Earth Relics,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBSHE,9,shopify,9,deny,manual,7.74,,TRUE,TRUE,,https://www.azuregreen.net/images/JBSHE.jpg,1,4mm Hematite stretch bracelet,FALSE,active
jbshu-shungite-bracelet-t-s,Shungite bracelet t/s,"Famous for its many attributes Shungite stones are matt to semi gloss high in carbon. Wearing the stone can cause some carbon to rub off which is common. Some feel that the carbon as the element of life sends more life essence into the wearer. Shungite boosts the immune system, balances mind and emotions, and activates the healing process within the body. Each bracelet is unique with 12 -15 stones but may vary. Shungite elastic corded bracelet. One size fits most.",AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,All Jewelry,Stone & Crystal Beaded,Bracelets,Protection & Cleansing,Earth Relics,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBSHU,45,shopify,48,deny,manual,12.93,,TRUE,TRUE,,https://www.azuregreen.net/images/JBSHU.jpg,1,Shungite bracelet t/s,FALSE,active
jbsla-4mm-lapis-stretch-bracelet,4mm Lapis stretch bracelet,"A one size fits most bracelet made from natural stone beads strung on a durable elastic band. Lapis may assist you with vitality, wisdom, disorganization, the immune system, relaxation, and depression.. Beads - 4mm - Bracelet unstretched - 2 1/2"" Dyed",AzureGreen,Metaphysical Supplies,"Bracelets & Anklets,All Jewelry,Stone & Crystal Beaded,Bracelets,Earth Relics,Sacred Adornments,The Way to Resonance",TRUE,Title,Default Title,JBSLA,9,shopify,5,deny,manual,7.74,,TRUE,TRUE,,https://www.azuregreen.net/images/JBSLA.jpg,1,4mm Lapis stretch bracelet,FALSE,active
