Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Status
dempora-empath-s-oracle-deck-book-by-digitalis-bax,Empath's Oracle (deck & book) by Digitalis & Bax,"This splendid oracle deck is uniquely designed to act as an empath's companion on the road to spiritual enlightenment. Hand-painted with acrylics, Konstantin Bax's mystical illustrations incorporate fluid lines, abstract figures, and dazzling hues that you can draw on for empathic wisdom. Featuring a companion book by bestselling author and empath Raven Digitalis, The Empath's Oracle helps you build a daily spiritual practice and live an empowered life. A 5"" x 6.5"" box with 40 cards and a 224-page guidebook.",AzureGreen,Metaphysical Supplies,"Oracle Decks & Reading Cards,Tarot & Oracle Deck Sets & Starter Kits,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DEMPORA,635,shopify,14,deny,manual,35.09,,TRUE,TRUE,,https://www.azuregreen.net/images/DEMPORA.jpg,1,Empath's Oracle (deck & book) by Digitalis & Bax,FALSE,active
dethvis-ethereal-visions-tarot-by-matt-hughes,Ethereal Visions tarot by Matt Hughes,"In creating Ethereal Visions Tarot Matt Hughes has drawn inspiration from the Art Nouveau movement, adopting its distinctive style and meticulous approach to craftsmanship. The artist has also created two additional cards to supplement the traditional Major Arcana. Every detailed image in the 80-card deck is hand drawn and colored. Each card is illuminated with gold foil stamping, to elegant effect. Includes a 48-page booklet. Matt Hughes is a self-taught artist who focuses on the aesthetic approaches referred to today as ""The Golden Age of Illustration"". His style combines inspiration from the Art Nouveau, Pre-Raphaelite and Symbolist movements, to produce an artistic expression uniquely his own. Includes 80 cards and a 48 page guidebook.",AzureGreen,Metaphysical Supplies,"Tarot Decks,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DETHVIS,476,shopify,16,deny,manual,33.73,,TRUE,TRUE,,https://www.azuregreen.net/images/DETHVIS.jpg,1,Ethereal Visions tarot by Matt Hughes,FALSE,active
dethvisl-ethereal-visions-luna-edition-by-matt-hughes,Ethereal Visions Luna edition by Matt Hughes,"In creating Ethereal Visions Tarot, Matt Hughes has drawn inspiration from the Art Nouveau movement, adopting its distinctive style and meticulous approach to craftsmanship. The artist created two additional cards to supplement the traditional Major Arcana. Every detailed image in the 80-card deck is hand drawn and colored. This Luna Edition includes revised artwork reflecting greater diversity and each card is illuminated with iridescent silver foil stamping. Includes a 140-page expanded, full-color guidebook.",AzureGreen,Metaphysical Supplies,"Tarot Decks,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DETHVISL,498,shopify,7,deny,manual,33.73,,TRUE,TRUE,,https://www.azuregreen.net/images/DETHVISL.jpg,1,Ethereal Visions Luna edition by Matt Hughes,FALSE,active
devewit-everyday-witch-tarot-deck-book-by-deborah-blake,Everyday Witch tarot (deck & book) by Deborah Blake,"Black cats, pointed hats, and magic brooms, too! Favorable Fortunes for Curious Witches A fun, practical, easy-to-use tarot kit for every witch. Charming images pair with simple explanations to make this the go-to deck for anyone seeking to learn or practice the tarot. Based on the classic Rider-Waite deck but updated for the busy modern witch, this tarot has a whimsical air while still being dedicated to the serious job of providing answers to life�s tough questions. Author Deborah Blake brings her friendly, approachable style to a tarot experience that�s focused on the positive. Includes a 78 card deck with brilliant art and a full-color 264 page guidebook.",AzureGreen,Metaphysical Supplies,"Tarot Decks,Tarot & Oracle Deck Sets & Starter Kits,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DEVEWIT,907,shopify,10,deny,manual,42.89,,TRUE,TRUE,,https://www.azuregreen.net/images/DEVEWIT.jpg,1,Everyday Witch tarot (deck & book) by Deborah Blake,FALSE,active
devewitm-everyday-witch-mini-by-deborah-blake,Everyday Witch Mini by Deborah Blake,"A fun, practical, mini tarot deck for every witch. Charming images pair with simple explanations to make this the go-to deck for anyone seeking to learn or practice the tarot. Based on the classic Rider-Waite deck but updated for the busy modern witch, this tarot has a whimsical air while still being dedicated to the serious job of providing answers to life's tough questions. This is the mini edition of the Everyday Witch Tarot (9780738746340). A 2"" x 3"" box.",AzureGreen,Metaphysical Supplies,"All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DEVEWITM,136,shopify,7,deny,manual,15.59,,TRUE,TRUE,,https://www.azuregreen.net/images/DEVEWITM.jpg,1,Everyday Witch Mini by Deborah Blake,FALSE,active
dfaefor-faery-forest-oracle-by-lucy-cavendishn,Faery Forest oracle by Lucy Cavendishn,"Enter a realm where the ancient ones dwell, whose guidance is needed now more than ever before. Let Lucy Cavendish guide you through the gateways, where the beings of the Faery Forest offer you their natural, wild wisdom. Discover Goddesses, Gods, Faeries, Witches, Wise Ones, and Wyzards; powerful ancients and allies devoted to nurturing the insights that lie deep within your heart, your ancestry, your soul. Featuring the lavish, sensual paintings of acclaimed faery artist Maxine Gadd, The Faery Forest is a feast for anyone seeking genuine guidance and healing.",AzureGreen,Metaphysical Supplies,"Oracle Decks & Reading Cards,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DFAEFOR,498,shopify,5,deny,manual,33.73,,TRUE,TRUE,,https://www.azuregreen.net/images/DFAEFOR.jpg,1,Faery Forest oracle by Lucy Cavendishn,FALSE,active
dfailen-fairy-lenomand-oracle-by-katz-goodwin,Fairy Lenomand oracle by Katz & Goodwin,"The beautiful enchantment of Fairy Magic transforms this Lenormand deck into an experience of vibrant energies, possibilities, and limitless charm. Based on the original Lenormand system but updated with the lush fairy art of Davide Corsi, these cards will leave you breathless. Includes a guidebook by Marcus Katz and Tali Goodwin, authors of Learning Lenormand. A 4.2"" x 6"" box with 36 cards and 192 page guidebook.",AzureGreen,Metaphysical Supplies,"Oracle Decks & Reading Cards,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DFAILEN,317,shopify,8,deny,manual,25.93,,TRUE,TRUE,,https://www.azuregreen.net/images/DFAILEN.jpg,1,Fairy Lenomand oracle by Katz & Goodwin,FALSE,active
dfaital-fairy-tale-tarot-by-lisa-hunt,Fairy Tale tarot by Lisa Hunt,"When we hear the words �once upon a time� we are magically transported to a faraway land of enchantment, a timeless realm of wondrous fantasies and infinite possibilities. Presenting mystical tales from around the world, Fairy Tale Tarot invites you to embrace the universal wisdom shared by enduring characters and timeless archetypes. Their struggles, successes and growth mirror our own experiences and teach us profound life lessons. When we see ourselves in the cards, we establish a greater awareness of ourselves. Includes 78 cards and 156-page illustrated guidebook.",AzureGreen,Metaphysical Supplies,"Tarot Decks,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DFAITAL,408,shopify,0,deny,manual,31.14,,TRUE,TRUE,,https://www.azuregreen.net/images/DFAITAL.jpg,1,Fairy Tale tarot by Lisa Hunt,FALSE,active
dfaiwis-fairy-wisdom-oracle-by-brown-brown,Fairy Wisdom oracle by Brown & Brown,"Amy Brown's Fairy Wisdom Oracle provides a bridge to the elemental realms, beyond the world we perceive with our senses. These spiritual dimensions are inhabited by charming fairies, angels, dragons, elves and other elemental guides, who interconnect with us for mutual development. Their job is to help us on our spiritual paths and protect us along the way. Use the enchanting cards in Fairy Wisdom Oracle to get acquainted with this welcoming community of fairies, who always have your best interests at heart. The illustrated book provides spiritual guidance in the form of the fairy's wise messages, along with chants to help you focus your intentions and embrace a more positive attitude toward life. The Fairy Wisdom Oracle Deck &amp; Book Set was created by popular fantasy artist Amy Brown and her mother Nancy Brown, a metaphysical healer and writer. Both live in the Pacific Northwest. A 8"" x 6"" Deluxe set includes 64 cards and 140-page illustrated, hardback book.",AzureGreen,Metaphysical Supplies,"Oracle Decks & Reading Cards,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DFAIWIS,725,shopify,5,deny,manual,32.44,,TRUE,TRUE,,https://www.azuregreen.net/images/DFAIWIS.jpg,1,Fairy Wisdom oracle by Brown & Brown,FALSE,active
dfancat-fantasy-cats-oracle-by-paolo-barbieri,Fantasy Cats oracle by Paolo Barbieri,"Master illustrator Paolo Barbieri strikes the perfect balance between elegant realism and ethereal fantasy to create this exquisite oracle deck. Use the cards to divine the surprises that the universe has in store for you as you enjoy the charming cats and subtly humorous scenes that flow from Barbieri's untamed imagination. The mystique of the feline has never been shown with such lush atmosphere and impeccable detail. When you enter the world of Barbieri's Fantasy Cat Oracle, you will want to linger and drink in the unmistakable sense of magic. A 4"" x 5 1/4"" box that includes 23 cards and and instructional booklet.",AzureGreen,Metaphysical Supplies,"Oracle Decks & Reading Cards,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DFANCAT,272,shopify,3,deny,manual,25.93,,TRUE,TRUE,,https://www.azuregreen.net/images/DFANCAT.jpg,1,Fantasy Cats oracle by Paolo Barbieri,FALSE,active
dfancre-fantastical-creatures-tarot-deck-by-d-j-conway,Fantastical Creatures tarot deck by D.J. Conway,"The dramatic art and striking gold tones of this deck will unleash the imagination and delve into the depths of the subconscious mind. The intricate, otherworldly imagery invokes myths and legends as old as time itself. A 2.8"" x 4.9"" deck with a 78 instructional booklet.",AzureGreen,Metaphysical Supplies,"Tarot Decks,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DFANCRE,408,shopify,1,deny,manual,28.54,,TRUE,TRUE,,https://www.azuregreen.net/images/DFANCRE.JPG,1,Fantastical Creatures tarot deck by D.J. Conway,FALSE,active
dflofol-flower-folklore-oracle-by-catherine-caprinoi,Flower Folklore oracle by Catherine Caprinoi,"Though flowers may appear delicate and ephemeral, their legacy lives on eternally in floral folklore and legend. In ancient times, flowers grew alongside the diverse cultures, myths, and deities that gave them meaning. With tales of love, passion, courage and rebirth, this oracle deck blossoms with symbolic wisdom from across the globe. Peer beyond the leaves and colorful blooms to discover the magic that unfolds when nature and story intertwine. Flower Folklore Oracle includes 44 vibrant cards and a 76-page guidebook with empowering stories, messages, and three custom spreads. Discover how flowers speak and advise you spiritually and mystically by exploring the floral lore, legends, dream interpretations, and magic spells tied in with the blooms.",AzureGreen,Metaphysical Supplies,"Oracle Decks & Reading Cards,All Divination,New Products,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DFLOFOL,272,shopify,0,deny,manual,25.93,,TRUE,TRUE,,https://www.azuregreen.net/images/DFLOFOL.jpg,1,Flower Folklore oracle by Catherine Caprinoi,FALSE,active
dflonig-flowers-of-the-night-oracle-by-cheralyn-darcey,Flowers of the Night oracle by Cheralyn Darcey,"Come into the enchanting garden of the night... Explore your power and passion with the flowers of the animals at night, and see the insects and elements who share their nocturnal world. Nature author and environmental artist, Cheralyn Darcey, shares with you the true language of flowers with Flowers of the Night Oracle which can be used in any modality using flowers, including aromatherapy, flower essences and flower reading. Artwork for the 44 cards in the deck is created by Cheralyn in traditional hand-carved block print enhanced by moonlight washes of watercolor paint.",AzureGreen,Metaphysical Supplies,"Oracle Decks & Reading Cards,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DFLONIG,408,shopify,26,deny,manual,32.44,,TRUE,TRUE,,https://www.azuregreen.net/images/DFLONIG.jpg,1,Flowers of the Night oracle by Cheralyn Darcey,FALSE,active
dforenc-forest-of-enchantment-tarot-deck-book-by-weatherstone-allwood,Forest of Enchantment tarot (deck & book) by Weatherstone & Allwood,"Once you step into the enchanted wood, your life?and your spirit?will never be the same. The forest is alive with magic: wise ancient trees, glowing blossoms, crystal caves, and forbidding thickets of thorns. Here you will meet witches and wizards, faeries and elves, birds and beasts both earthly and otherworldly, ghosts and shape-shifters, dancing princesses and sad old knights. As you wend your way along the twisting woodland paths, finding adventure at every turn, the old tales come to life. In the Forest of Enchantment, you may seek your fortune, quest for success, and live happily ever after. Includes a 78 card deck and a 240 page full colored guidebook.",AzureGreen,Metaphysical Supplies,"Tarot Decks,Tarot & Oracle Deck Sets & Starter Kits,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DFORENC,861,shopify,9,deny,manual,42.89,,TRUE,TRUE,,https://www.azuregreen.net/images/DFORENC.jpg,1,Forest of Enchantment tarot (deck & book) by Weatherstone & Allwood,FALSE,active
dgaytar-gay-tarot-by-bursten-platano,Gay Tarot by Bursten & Platano,"The universal symbols of relationships of a man and a woman united as a couple and the eternal yin and yang are substituted here by archetypes that define male homosexual union. A brilliant blend of modern figures and classic imagery, the Gay Tarot provides an excellent means of understanding and introspection for those who are not afraid of diversity. The Gay Tarot focuses on the experience and identity of homosexual men. While men are featured as all the major figures, women are not excluded. The 78 images are fully illustrated, with people are of all ethnicities, shapes and sizes and in modern, contemporary settings.",AzureGreen,Metaphysical Supplies,"Tarot Decks,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DGAYTAR,272,shopify,3,deny,manual,31.14,,TRUE,TRUE,,https://www.azuregreen.net/images/DGAYTAR.jpg,1,Gay Tarot by Bursten & Platano,FALSE,active
dghotar-ghost-tarot-deck-by-davide-corsi,Ghost Tarot deck by Davide Corsi,"Between the visible and the invisible, between memory and the supernatural, there is a liminal space, the world of ghosts. This is where restless spirits exist during those fleeting moments when they search for their lost mortality. The Tarot of the Ghosts takes you to a romantic and eternal world, where unique wisdom abides. Includes 64 page instructional booklet. 78 cards. Card stack is 4 3/4"" x 2 5/8"" x 1""",AzureGreen,Metaphysical Supplies,"Tarot Decks,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DGHOTAR,272,shopify,8,deny,manual,31.14,,TRUE,TRUE,,https://www.azuregreen.net/images/DGHOTAR.jpg,1,Ghost Tarot deck by Davide Corsi,FALSE,active
dgiarid-giant-rider-waite-tarot-by-pamela-colman-smith,Giant Rider-Waite Tarot by Pamela Colman Smith,"Established as a classic, the Rider-Waite tarot remains faithful to the artistry of Pamela Colman Smith's 1909 design, and has carried it into this ""giant,"" card design. 3.94"" x 6.89""  78 cards with instructional booklet.",AzureGreen,Metaphysical Supplies,"Tarot Decks,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DGIARID,544,shopify,78,deny,manual,35.04,,TRUE,TRUE,,https://www.azuregreen.net/images/DGIARID.JPG,1,Giant Rider-Waite Tarot by Pamela Colman Smith,FALSE,active
dgilrev-gilded-reverie-lenormand-by-ciro-marchetti,Gilded Reverie Lenormand by Ciro Marchetti,"Gilded Reverie Lenormand showcases the digital artistic talents of Ciro Marchetti with captivating imagery on gilt-edge cards. this expanded edition includes eight special supplemental cards as well as an extra Man, Lady, and Owls card to enrich Lenormand readings. Includes an 80-page guidebook and 47 cards.",AzureGreen,Metaphysical Supplies,"Tarot Decks,Oracle Decks & Reading Cards,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DGILREV,226,shopify,2,deny,manual,32.44,,TRUE,TRUE,,https://www.azuregreen.net/images/DGILREV.jpg,1,Gilded Reverie Lenormand by Ciro Marchetti,FALSE,active
dgiltar1-gilded-tarot-deck-and-book-royale-by-marchetti-moore,Gilded Tarot (deck and book) Royale by Marchetti & Moore,"Illustrated with a brilliant array of classical imagery from occult and medieval lore, the Gilded Tarot is perfect for creating the atmosphere you desire for your Tarot reading, and comes with an insightful 168 page guidebook and 78 cards.",AzureGreen,Metaphysical Supplies,"Tarot Decks,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DGILTAR1,635,shopify,9,deny,manual,41.59,,TRUE,TRUE,,https://www.azuregreen.net/images/DGILTAR1.JPG,1,Gilded Tarot (deck and book) Royale by Marchetti & Moore,FALSE,active
dgjanor-gjallarhorn-norse-oracle-by-matt-hughes,"Gjallarhorn, Norse oracle by Matt Hughes","The Norse Oracle Deck is both a guide and a tool. It is also an extension of you because in their highest form, the cards are conduits for forgotten wisdom to be remembered. Through this deck, the ancients speak again. This oracle is separated into three parts: Norse runes, deities and sigils, which can be used alone or together, depending on how you are called to interact with them. You may draw a single card from each category for daily guidance, use one of the spreads provided in the guidebook, or create your own spreads. Craft your own language of legacy and remembrance as you summon the power, mystery and wisdom within the Norse Oracle Deck. Includes 62 gilt-edged oracle cards adorned with gold foil embellishments and an 80-page hardcover book with spot varnish and gold foil accents.",AzureGreen,Metaphysical Supplies,"Oracle Decks & Reading Cards,All Divination,All Tarot & Oracle Decks and Sets,Viking & Celtic Products,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DGJANOR,771,shopify,7,deny,manual,48.04,,TRUE,TRUE,,https://www.azuregreen.net/images/DGJANOR.jpg,1,"Gjallarhorn, Norse oracle by Matt Hughes",FALSE,active
dglodar-glow-in-the-dark-tarot,Glow in the Dark tarot,Glow in the Dark Tarot is based on Pamela Colman Smith's beloved Rider-Waite� Tarot artwork and features her hand-drawn titles. Enjoy illuminating readings with this 78-card deck that glow after being exposed to light. Includes a 56-page guidebook with upright and reversed meanings and tarot spreads.,AzureGreen,Metaphysical Supplies,"Tarot Decks,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DGLODAR,362,shopify,0,deny,manual,35.04,,TRUE,TRUE,,https://www.azuregreen.net/images/DGLODAR.jpg,1,Glow in the Dark tarot,FALSE,active
dgodora-goddess-oracle-deck-by-katja-perez,Goddess Oracle deck by Katja Perez,"Let the divine femininity, strength, and wisdom of 50 goddesses from around the world guide you through this spiritual oracle deck. With magical illustrations, empowering affirmations, and self-care rituals to refocus your energy and mind, the goddess oracle deck will uplift your spirit. Includes 50 goddess cards and affirmations, with bonus sun and moon ritual cards and a 96 page booklet",AzureGreen,Metaphysical Supplies,"Oracle Decks & Reading Cards,All Divination,All Tarot & Oracle Decks and Sets,Gods & Goddesses,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DGODORA,362,shopify,8,deny,manual,25.93,,TRUE,TRUE,,https://www.azuregreen.net/images/DGODORA.JPG,1,Goddess Oracle deck by Katja Perez,FALSE,active
dgodtar-goddess-tarot-deck-by-kris-waldherr,Goddess tarot deck by Kris Waldherr,"Inspired by the Goddesses honored throughout history, The Goddess Tarot uses the stories and imagery of Goddesses to transform the traditional Tarot for your divination.  78 cards with instructional booklet.",AzureGreen,Metaphysical Supplies,"Tarot Decks,All Divination,All Tarot & Oracle Decks and Sets,Gods & Goddesses,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DGODTAR,362,shopify,9,deny,manual,28.54,,TRUE,TRUE,,https://www.azuregreen.net/images/DGODTAR.JPG,1,Goddess tarot deck by Kris Waldherr,FALSE,active
dgolart-golden-art-nouveau-tarot,Golden Art Nouveau tarot,"The gold-foil details of this outstanding deck perfectly complement the elegant designs and gracefully curved lines of the classic art nouveau style. Artist Giulia F. Massaglia captures the essence of the RWS symbolism and makes it truly sacred with her immaculate illustrations. Whether you're reading for yourself, for friends, or for clients, this deck provides all the insights and wisdom of a traditional tarot with the addition of a stunning visual presentation. These cards add a glorious touch of sparkle and shine to your tarot practice. A 2 3/4"" x 4 3/4"" box with 78-cards and instructional booklet.",AzureGreen,Metaphysical Supplies,"Tarot Decks,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DGOLART,272,shopify,6,deny,manual,35.04,,TRUE,TRUE,,https://www.azuregreen.net/images/DGOLART.jpg,1,Golden Art Nouveau tarot,FALSE,active
dgotwit-gothic-witch-s-oracle-by-digitalis-santerineross,Gothic Witch's oracle by Digitalis & Santerineross,"Shadow exploration is an integral part of advancing on the path of witchcraft. This deck is especially relevant to readers who are not afraid to dive deeper into the workings of the unconscious mind. The art of divination is, by its very nature, an act of exploring the unseen. These 40 cards and accompanying guidebook encourage readers to embrace their own creativity and intuition when performing divination. By exploring the dark and mysterious aspects of life, we can better understand ourselves and discover our unique place in the world.",AzureGreen,Metaphysical Supplies,"Oracle Decks & Reading Cards,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DGOTWIT,589,shopify,11,deny,manual,38.94,,TRUE,TRUE,,https://www.azuregreen.net/images/DGOTWIT.jpg,1,Gothic Witch's oracle by Digitalis & Santerineross,FALSE,active
dgrewit-green-witch-tarot-deck-book-by-ann-moura,Green Witch tarot (deck & book) by Ann Moura,"Enter the world of the green witch, where vivid imagery helps you align with the elements, natural energies, and the old religion. Presenting witchcraft practices and meaningful encounters with plants and animals, The Green Witch Tarot lets you open a channel between the reader and the spiritual beings of nature. Beautifully illustrated by Kiri �stergaard Leonard and accompanied by a comprehensive guidebook for easy interpretation, this deck is full of powerful symbols and energetic wisdom you can use to find the answers you seek. Includes 78 cards and a 264 page guidebook.",AzureGreen,Metaphysical Supplies,"Tarot Decks,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DGREWIT,544,shopify,9,deny,manual,41.59,,TRUE,TRUE,,https://www.azuregreen.net/images/DGREWIT.jpg,1,Green Witch tarot (deck & book) by Ann Moura,FALSE,active
dgrewito-green-witch-oracle-by-cheralyn-darcey,Green Witch oracle by Cheralyn Darcey,"Step into the enchanted garden and discover real secrets of the Green Witch's natural magick. Explore the hidden powers of the Green Witch and her sacred herbs, plants, and flowers through folklore, healing properties, garden magick, and hidden messages. These forty-four cards allow you to draw upon both the magickal and medicinal aspects of the garden. Ethnobotanical and plant folklore historical facts are sprinkled throughout the guidebook enclosed, along with gardening advice and spells.Oracle meanings are completely aligned with the doctrine of signatures to enable this deck to be used as a complementary medicine modality tool.",AzureGreen,Metaphysical Supplies,"Oracle Decks & Reading Cards,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DGREWITO,408,shopify,20,deny,manual,32.44,,TRUE,TRUE,,https://www.azuregreen.net/images/DGREWITO.jpg,1,Green Witch oracle by Cheralyn Darcey,FALSE,active
dgypwit0ta-gypsy-witch-fortune-telling-playing-card-by-mlle-lenormand-attributed,Gypsy Witch Fortune Telling Playing Card by Mlle Lenormand (attributed),"Perfect for teaching yourself or others to use regular playing cards in your divination, the Gypsy Witch Fortune Telling Playing Cards include small descriptive meaning on each card's face.",AzureGreen,Metaphysical Supplies,"Oracle Decks & Reading Cards,Best Sellers,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DGYPWIT0TA,136,shopify,64,deny,manual,10.34,,TRUE,TRUE,,https://www.azuregreen.net/images/DGYPWIT0TA.JPG,1,Gypsy Witch Fortune Telling Playing Card by Mlle Lenormand (attributed),FALSE,active
dhalora-halloween-oracle-by-stacey-demarco,Halloween oracle by Stacey Demarco,"Unleash your inner monster and trick-or-treat your way into a connection with the most magical and scary night of the year: Halloween! Festivals of the Dead like Halloween have been celebrated for thousands of years across many different world cultures. They serve to honor those who have passed and to celebrate death as a natural part of life and an opportunity to welcome in a new beginning. During Samhain, the ancient Celtic festival from which Halloween originates, the veil between this world and the next was believed to be at its thinnest and so since the very beginning, Halloween has been an occasion for effective and potent divination � a chance to connect with �the other side� or get a glimpse into your future. Now you can harness the eerie power of Halloween every night of year, encountering black cats, vampires, zombies, witches, werewolves, jack-o�-lanterns, skeletons, mummies and characters from the Mexican Day of the Dead tradition including Lady de los Muertos, exquisite candy skulls and more! Includes 80 page book. 36 cards. Card stack is 5 1/2"" x 3 3/4"" x 5/8""",AzureGreen,Metaphysical Supplies,"Oracle Decks & Reading Cards,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DHALORA,408,shopify,5,deny,manual,32.44,,TRUE,TRUE,,https://www.azuregreen.net/images/DHALORA.jpg,1,Halloween oracle by Stacey Demarco,FALSE,active
dhaltar-halloween-tarot-by-west-kipling,Halloween Tarot by  West & Kipling,"This delightful tarot deck introduces you to the festive, old time Halloween world of Kipling West, and conjures up all that is fun about Halloween.  78 cards with instructional booklet.",AzureGreen,Metaphysical Supplies,"Tarot Decks,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DHALTAR,226,shopify,24,deny,manual,28.54,,TRUE,TRUE,,https://www.azuregreen.net/images/DHALTAR.JPG,1,Halloween Tarot by  West & Kipling,FALSE,active
dheaene-healing-energy-oracle-by-mario-duguay,Healing Energy oracle by Mario Duguay,"Align yourself with the light, love, and wisdom of the divine with 54 thought cards from author and artist Mario Duguay. The energy generated by this deck will open you to a greater path for transformation, freedom, and self-realization. Choose a card, open yourself to the illuminated imagery and messages, and allow the healing energy to awaken your inner truths, peace, and blessings. The remarkable artwork evokes the sacred essence of color and light, attuning the mind and soul to levels of consciousness that support deep spiritual healing.",AzureGreen,Metaphysical Supplies,"Oracle Decks & Reading Cards,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DHEAENE,453,shopify,2,deny,manual,33.73,,TRUE,TRUE,,https://www.azuregreen.net/images/DHEAENE.jpg,1,Healing Energy oracle by Mario Duguay,FALSE,active
dheayou-heal-yourself-oracle-by-inna-segal,Heal Yourself oracle by Inna Segal,"This card deck by Inna Segal best-selling Author, is focused on healing, transformation and the raising of consciousness. It is based on the different aspects of wellness, relationships, spirituality, love and soulfulness Inna has explored over many years. The deck is visceral, emotional and raw, in both text and visuals, expressing both the lighter and the darker side of life. The cards access the higher states of awareness, as well as challenging emotions, thought patterns and energies people have to transform. They will give you insight into where you are in life and the purpose of each message is to bring you closer to your true self.The text for each card gives the meaning of the card, the reason the person has chosen the card, an empowering statement and a short process.",AzureGreen,Metaphysical Supplies,"Oracle Decks & Reading Cards,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DHEAYOU,453,shopify,8,deny,manual,35.04,,TRUE,TRUE,,https://www.azuregreen.net/images/DHEAYOU.jpg,1,Heal Yourself oracle by Inna Segal,FALSE,active
dhedbot-hedgewitch-botanical-oracle-by-siolo-thompson,Hedgewitch Botanical oracle by Siolo Thompson,"This collection of forty elegant botanical cards draws inspiration from healers, helpers, and shaman who walk the thin places between one world and another. These wise folks find the plants of their practice at the edges of cultivated fields as well as deep in the woods, wilds, and along shorelines. Each lovingly illustrated card in this deck includes an oracle property that can provide guidance to a seeker or meditative focus to a querent. Cards are printed on premium card stock. Includes 40 cards and a 192 page guidebook.",AzureGreen,Metaphysical Supplies,"Oracle Decks & Reading Cards,All Divination,All Tarot & Oracle Decks and Sets,Divination Tools,The Way to Resonance",TRUE,Title,Default Title,DHEDBOT,725,shopify,11,deny,manual,36.39,,TRUE,TRUE,,https://www.azuregreen.net/images/DHEDBOT.jpg,1,Hedgewitch Botanical oracle by Siolo Thompson,FALSE,active
