Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Status
bappfol-appalachian-folk-healing-by-jake-richards,Appalachian Folk Healing by Jake Richards,"Ossman & Steel�s Guide to Health or Household Instructor (its original title) is a collection of spells, remedies, and charms. The book draws from the old Pennsylvania Dutch and German powwow healing practices that in turn helped shape Appalachian folk healing, conjure, rootwork, and many folk healing traditions in America. Jake Richards, author of Backwoods Witchcraft and Doctoring the Devil, puts these remedies in context, with practical advice for modern-day �backwoods� healers interested to use them today. A 5.3"" x 8.02"" paperback book with 152 pages.",AzureGreen,Metaphysical Supplies,"Herb & Herbal Books,Voodoo, Hoodoo & Santeria,All Books & Journals,Alchemical Botanicals,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BAPPFOL,181,shopify,15,deny,azuregreen,38.42,,TRUE,TRUE,,https://www.azuregreen.net/images/BAPPFOL.jpg,1,Appalachian Folk Healing by Jake Richards,FALSE,active
bartprash-art-practice-of-spiritual-herbalism-by-karen-m-rose,Art & Practice of Spiritual Herbalism by Karen M Rose,"This guide to harnessing the power of plants is a practical tool for working through the symptoms of body disease and the underlying emotional and spiritual issues. Organized by major body systems such circulatory, digestive, and reproductive, The Art & Practice of Spiritual Herbalism gives a brief overview of the physical mechanisms of the system, the spiritual correspondences associated with that system, and the plants, remedies, and rituals that can be used to bring oneself back to healing and balance. Filled with stories, ancestral recipes, and accessible practices that anyone can use, The Art &amp; Practice of Spiritual Herbalism shows you how to use the power of plants for spiritual and physical healing. A 7.5"" x 9.25"" paperback book with 208 pages.",AzureGreen,Metaphysical Supplies,"Spirituality, Angels, & Spirits,Oils, Herbs, & Plant Magic,Herb & Herbal Books,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BARTPRASH,725,shopify,12,deny,azuregreen,61.18,,TRUE,TRUE,,https://www.azuregreen.net/images/BARTPRASH.jpg,1,Art & Practice of Spiritual Herbalism by Karen M Rose,FALSE,active
bbacgar-backyard-garden-witchery-by-laurel-woodward,Backyard Garden Witchery by Laurel Woodward,"Embrace the magick of gardening and grow your own living, breathing sanctuary. Laurel Woodward offers more than eighty spells, recipes, and activities for building, maintaining, and enjoying a biodiverse garden. This book teaches how to build a relationship with the green world while keeping your backyard garden sacred and safe. You'll explore plant energies and land spirits, the care of herb, vegetable, and flower gardens, working with your home's soil and hardiness zone, and much more.",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BBACGAR,816,shopify,4,deny,azuregreen,67.98,,TRUE,TRUE,,https://www.azuregreen.net/images/BBACGAR.jpg,1,Backyard Garden Witchery by Laurel Woodward,FALSE,active
bbegguieo-beginner-s-guide-to-essential-oils-by-christina-anthis,Beginner's Guide to Essential Oils by Christina Anthis,"The Beginner's Guide to Essential Oils puts the power of natural healing in your hands. This straightforward essential oils book distills the knowledge you need to unlock the potential of commonly found essential oils. Start making nourishing, all-natural, and affordable remedies to treat a variety of conditions-even make your own skin care and home cleaning products. This essential oils book explores the many modern applications of essential oils, from herbal medicine to aromatherapy to natural beauty. Discover profiles detailing the aromas and therapeutic actions of 30 favorite essential oils. Breathe easy with guidelines for safe use during pregnancy and instructions on diluting formulas for babies and children. You can begin your journey right away with any of the 100 included recipes for health and home. A 7.5 x 9.25 paperback book with 186 pages",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Books About Oil,Books for Beginners,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BBEGGUIEO,680,shopify,6,deny,azuregreen,38.51,,TRUE,TRUE,,https://www.azuregreen.net/images/BBEGGUIEO.jpg,1,Beginner's Guide to Essential Oils by Christina Anthis,FALSE,active
bblabot-blackthorn-s-botanical-magic-by-amy-blackthorn,Blackthorn's Botanical Magic by Amy Blackthorn,"Here is the first contemporary guide to the transformative powers of essential oils for use in spellcraft and the cultivation of ritual power. From rose-scented rosaries to the lingering aroma of frankincense, and the cleansing energy of white sage, Amy Blackthorn, the woman behind Blackthorn Hoodoo Blends, will take you on a journey beyond the soothing, healing power of scents into their hidden realms and their use in prayer, meditation, and shamanic journeying. One of the very first of its kind, this book includes: The rich history and lore of scent-related magic Over 135 essential oil recipes and craft projects an explanation of how magical aromatherapy can enhance divination with tarot and runes Practical information regarding the purchasing, blending, and storing of essential oils.",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Herb & Herbal Books,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BBLABOT,725,shopify,9,deny,azuregreen,52.02,,TRUE,TRUE,,https://www.azuregreen.net/images/BBLABOT.jpg,1,Blackthorn's Botanical Magic by Amy Blackthorn,FALSE,active
bblapro-blackthorn-s-protection-magic-by-amy-blackthorn,Blackthorn's Protection Magic by Amy Blackthorn,"Blackthorn's Protection Magic guides readers through the realm of the green witch to a glade filled with options for your protection. Amy Blackthorn discusses spiritual, emotional, and physical security in an easy-to-understand way. The book provides an overview of what protection means to witches and then explores practices in more depth. A 6"" x 8"" paperback book with 208 pages.",AzureGreen,Metaphysical Supplies,"Spellcraft, Witchcraft & Magic,Herb & Herbal Books,All Books & Journals,Protection & Cleansing,Cleansing, Protection & Candle Magic,Ritual Tools,Illuminations,Alchemical Botanicals,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BBLAPRO,272,shopify,11,deny,azuregreen,38.42,,TRUE,TRUE,,https://www.azuregreen.net/images/BBLAPRO.jpg,1,Blackthorn's Protection Magic by Amy Blackthorn,FALSE,active
bblasacp-blackthorn-s-sacred-plant-magic-by-amy-blackthorn,Blackthorn's Sacred Plant Magic by Amy Blackthorn,"Blackthorn�s Botanical Magic showed a new generation of witches how scent affects people, whether they understand it or not. In Blackthorn�s Book of Sacred Plant Magic, we travel even deeper into the magical garden of scent. We know that a walk down a summer street can bring back the smell of childhood summers with friends, riding bikes and swimming. Spring breezes carry with them the clean soapy smell of your second-grade teacher. We experience scents not only in the here and now but also filtered through the lens of our past. Using the power of scent, we can create a sense of the sacred in our daily lives. Part reference guide, part recipe book, and part ritual journey, Blackthorn�s Book of Sacred Plant Magic offers readers an in-depth exploration of the vital connection between scents and magical practice. Paperback book with 272 pages",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Herb & Herbal Books,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BBLASACP,453,shopify,4,deny,azuregreen,56.55,,TRUE,TRUE,,https://www.azuregreen.net/images/BBLASACP.jpg,1,Blackthorn's Sacred Plant Magic by Amy Blackthorn,FALSE,active
bcomher-compendium-of-herbal-magick-by-paul-beyerl,Compendium of Herbal Magick by Paul Beyerl,"All inclusive, the Compendium of Herbal Magick by Paul Beyerl describes over 330 herbs in over 100 illustrations and information on altars, astral work, clairvoyance, Goddess and Deity worship, and what herbs have what astrological associations.",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Herb & Herbal Books,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BCOMHER,907,shopify,8,deny,azuregreen,74.69,,TRUE,TRUE,,https://www.azuregreen.net/images/BCOMHER.JPG,1,Compendium of Herbal Magick by Paul Beyerl,FALSE,active
bcominc-complete-book-of-incense-oils-and-brews-by-scott-cunningham,"Complete Book of Incense, Oils and Brews by Scott Cunningham","Containing many recipes for everything from incense to ritual soaps to sachets, The Complete Book of Incense, Oils and Brews by Scott Cunningham even goes so far as to write of what ingredients you can use to substitute when you are lacking others.",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Herb & Herbal Books,Books About Oil,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BCOMINC,408,shopify,3,deny,azuregreen,43.04,,TRUE,TRUE,,https://www.azuregreen.net/images/BCOMINC.JPG,1,"Complete Book of Incense, Oils and Brews by Scott Cunningham",FALSE,active
bcunencwk-cunningham-s-ency-of-wicca-in-the-kitchen-by-scott-cunningham,Cunningham's Ency. of Wicca in the Kitchen by Scott Cunningham,"There's a reason caviar has a reputation as a love food, but a little vanilla or peppermint can work wonders too! You'll savor mushrooms like never before after experiencing their intuitive-raising effects, and a munch of celery will resonate with new meaning as it boosts your sexual desire and psychic awareness. Virtually any item in your pantry can be used for personal transformation. From artichokes to kidney beans to grape jelly, food contains specific magical energies you can harness for positive results. This encyclopedia of food magic offers twenty-seven of Scott Cunningham's favorite recipes.",AzureGreen,Metaphysical Supplies,"Paganism & Wicca,Oils, Herbs, & Plant Magic,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BCUNENCWK,635,shopify,10,deny,azuregreen,49.84,,TRUE,TRUE,,https://www.azuregreen.net/images/BCUNENCWK.jpg,1,Cunningham's Ency. of Wicca in the Kitchen by Scott Cunningham,FALSE,active
bencmag-encyclopedia-of-magical-herbs-by-scott-cunningham,Encyclopedia Of Magical Herbs by Scott Cunningham,"Easy to use, the Encyclopedia of Magical Herbs by Scott Cunningham is a wonderful place to find out all of the magical properties and folklore of over 400 herbs, including many that are commonly found in your kitchen.",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Herb & Herbal Books,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BENCMAG,498,shopify,9,deny,azuregreen,43.04,,TRUE,TRUE,,https://www.azuregreen.net/images/BENCMAG.JPG,1,Encyclopedia Of Magical Herbs by Scott Cunningham,FALSE,active
bencteat-enchanted-tea-time-by-gail-bussi,Enchanted Tea Time by Gail Bussi,"This delightful book of teatime traditions, celebrations, and treats shows you how to surround every cup with great joy and intention. Gail Bussi provides more than thirty recipes for refreshments, such Butterfly Cakes, Dreamy Moon Bars, and Coronation Chicken Tartlets, and over forty unique tea blends. 5"" x 7"" Paperback book with 318",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Herb & Herbal Books,Teas & Accessories,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BENCTEAT,317,shopify,6,deny,azuregreen,40.78,,TRUE,TRUE,,https://www.azuregreen.net/images/BENCTEAT.jpg,1,Enchanted Tea Time by Gail Bussi,FALSE,active
bessoilb-essential-oils-for-beginners-by-kac-young,Essential Oils for Beginners by Kac Young,"Kac Young shows you how these oils can be made into cleaning products, massage oils, aromatics, aphrodisiacs, magical formulas, and more. Explore the many ways essential oils can be used for personal empowerment and well-being, such as peppermint for pain relief and rosemary for weight loss. Designed to help you enjoy essential oils throughout your life, this impressive book provides profiles for each oil, application and safety guidelines, diffusing and pairing insights, recipes, and more. A must-have resource for your bookshelf, Essential Oils for Beginners enhances spirituality, happiness, beauty, and fortitude. A 5.2"" & 7.8"" paperback book with 384 pages.",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Books About Oil,Books for Beginners,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BESSOILB,453,shopify,9,deny,azuregreen,40.78,,TRUE,TRUE,,https://www.azuregreen.net/images/BESSOILB.jpg,1,Essential Oils for Beginners by Kac Young,FALSE,active
bflo100-flowerpaedia-1000-flowers-by-cheralyn-darcey,"Flowerpaedia, 1000 flowers by Cheralyn Darcey","Flowerpaedia is an A-Z reference guide of over 1000 flowers, researched and compiled by botanical explorer Cheralyn Darcey.This comprehensive dictionary includes each flowers correct botanical name for easy and exact identification.You will delight in understanding what each flower means emotionally, spiritually and symbolically and are also able to search by the feeling or emotion you wish to convey or change.Expertly written with easy-to-understand insights, Cheralyn shares how we can work with a myriad of flowers to achieve balance, calm or healing in our lives, homes and gardens.For both the enthusiastic gardener and anyone charmed by the beauty and energy of flowers, this guide to understanding and selecting the right flower for every occasion and meaning will be felt and enjoyed by all.",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BFLO100,453,shopify,13,deny,azuregreen,40.69,,TRUE,TRUE,,https://www.azuregreen.net/images/BFLO100.jpg,1,"Flowerpaedia, 1000 flowers by Cheralyn Darcey",FALSE,active
bfolmag-folklore-magick-by-lindsay-squire,Folklore Magick by Lindsay Squire,"The witch of the forest's guide to Folklore Magick, connect to the wisdom of our elders. Embrace the power of green magick. Learn how to concoct hundreds of medicinal teas, tinctures, syrups, oils, poultices, and salves. Find rituals and spells to channel the magickal properties of more than 40 plants and uncover the fascinating history and folklore, behind some of the most popular herbs and flowers in modern witchcraft. Flip the jacket of this book for a magickal moon planting guide. A 6.44"" x 8.3"" paperback book with 176 pages.",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Mind, Body, Soul & New Age,Herb & Herbal Books,All Herb Accessories,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BFOLMAG,453,shopify,12,deny,azuregreen,45.31,,TRUE,TRUE,,https://www.azuregreen.net/images/BFOLMAG.jpg,1,Folklore Magick by Lindsay Squire,FALSE,active
bgarwit-garden-witch-s-herbal-by-ellen-dugan,Garden Witch's Herbal by Ellen Dugan,"Ellen Dugan presents a variety of ways to honor and work with the plant kingdom in this guide to green magick and spirituality. It contains descriptions, folklore, magickal qualities, and other correspondences for flowers, trees and herbs.",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Herb & Herbal Books,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BGARWIT,635,shopify,9,deny,azuregreen,49.84,,TRUE,TRUE,,https://www.azuregreen.net/images/BGARWIT.JPG,1,Garden Witch's Herbal by Ellen Dugan,FALSE,active
bgrewit-green-witchcraft-by-paige-vandertbeck,Green Witchcraft by Paige Vandertbeck,"Green witchcraft is a school of magic that relies on living in harmony with the earth and its many natural wonders-and this book is your guide. Open yourself up to green magic with clear instructions on building your own practice, and performing spells and rituals like cleansing with moonlight, using honeysuckle to attract wealth, and harnessing quartz to direct positive energy. A 5.5 x 8.5 paperback book with 184 pages.",AzureGreen,Metaphysical Supplies,"Spellcraft, Witchcraft & Magic,Oils, Herbs, & Plant Magic,Herb & Herbal Books,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BGREWIT,362,shopify,9,deny,azuregreen,33.98,,TRUE,TRUE,,https://www.azuregreen.net/images/BGREWIT.jpg,1,Green Witchcraft by Paige Vandertbeck,FALSE,active
bgrewit1-green-witchcraft-by-ann-moura,Green Witchcraft by Ann Moura,"Positive, practical, and easy to use, Green Witchcraft brings together the best of both modern Wicca and the author`s family heritage of herb craft and folk magic. Green Witchcraft explores the fundamentals of the Wiccan religion, providing magical training for the independent thinker. Step-by-step instructions on a wide variety of magical techniques as well as basic rules of conduct make this the ideal book to get you started. Green rituals for self-initiation, rites of passage, seasonal celebrations and activities provide an excellent foundation for your own magical tradition. A 6.2"" x 9"" Paperback with 288 pages.",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Herb & Herbal Books,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BGREWIT1,498,shopify,5,deny,azuregreen,40.78,,TRUE,TRUE,,https://www.azuregreen.net/images/BGREWIT1.jpg,1,Green Witchcraft by Ann Moura,FALSE,active
bgrewithp-green-witch-s-herb-plant-encyclopedia-by-rowan-morgana,Green Witch's Herb & Plant Encyclopedia by Rowan Morgana,"Infusing your craft with plants and herbs is a powerful way to connect to Mother Earth. This green witchcraft encyclopedia explores the most essential magical plants, offering you a complete resource for safely growing, foraging, harvesting, and using everything from aloe to valerian. Discover greater harmony with nature as you harness the natural energy of plants to create healing and balance in your life. 150 plant profiles - Find detailed entries for the plants and herbs green witches use the most, including photos, explanations of each plant's magical properties, and tips for how to grow them yourself. Herb magic in action - Experience the power of plant magic with spells and rituals to try, such as banishing negativity with catnip and clover or building a fairy altar with foxglove and thyme. Embrace your inner witch - Part reference guide and part grimoire, this book of herbs helps you develop your practice by exploring how to set intentions, create a sacred space, and maintain your own garden. a 7.5"" x 9.25"" paperback book with 224 pages.",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Herb & Herbal Books,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",FALSE,Title,Default Title,BGREWITHP,635,shopify,0,deny,azuregreen,38.51,,TRUE,TRUE,,https://www.azuregreen.net/images/BGREWITHP.jpg,1,Green Witch's Herb & Plant Encyclopedia by Rowan Morgana,FALSE,active
bgrigre-grimoire-of-the-green-witch-by-ann-moura,Grimoire of the Green Witch by Ann Moura,"This complete book of shadows contains a variety of rituals with circle casting, a ritualistic feast, and a ritual of circle opening. The Grimoire for the Green Witch also contains spell casting, tarot, divinations, herbal teas, oils, baths and more!",AzureGreen,Metaphysical Supplies,"Spellcraft, Witchcraft & Magic,Herb & Herbal Books,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BGRIGRE,907,shopify,14,deny,azuregreen,56.64,,TRUE,TRUE,,https://www.azuregreen.net/images/BGRIGRE.JPG,1,Grimoire of the Green Witch by Ann Moura,FALSE,active
bheapow-healing-power-of-tea-by-caroline-dow,Healing Power of Tea by Caroline Dow,"Filled with ""tea-riffic"" knowledge, this comprehensive guide to the healing world of teas and tisanes helps you live a healthier and happier life. From black to green to oolong, you'll discover detailed chapters on different tea types, their advantages, and an extensive list of ailments and what blends will alleviate them.  Whether you're an expert tea drinker or a new convert, author Caroline Dow teaches you the many delicious benefits of tea and herbal infusions. Discover tea's fascinating history, recipes, and an easy-to-use reference guide. Learn about blending, preparation and consumption, and how to grow your own herb garden.",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Herb & Herbal Books,Teas & Accessories,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BHEAPOW,317,shopify,7,deny,azuregreen,40.78,,TRUE,TRUE,,https://www.azuregreen.net/images/BHEAPOW.jpg,1,Healing Power of Tea by Caroline Dow,FALSE,active
bhelmago-helping-yourself-with-magickal-oils-a-z-by-maria-solomon,Helping Yourself with Magickal Oils A - Z by Maria Solomon,"Containing more than 1500 spells, recipes, and rituals for love, money, luck, and protection, Helping Yourself with Magickal Oils A-Z is comprehensive workbook with easy instructions.",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Books About Oil,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BHELMAGO,317,shopify,8,deny,azuregreen,27.09,,TRUE,TRUE,,https://www.azuregreen.net/images/BHELMAGO.jpg,1,Helping Yourself with Magickal Oils A - Z by Maria Solomon,FALSE,active
bheralc-herbal-alchemist-s-handbook-by-karen-harrison,Herbal Alchemist's Handbook by Karen Harrison,"In this easy-to-use compendium of herbs and their energy associations, master herbalist and magick practitioner Karen Harrison offers formulas anyone can use to obtain courage, creativity, lasting health, prosperity, and enhanced psychic and spiritual powers. Harrison shows how to select herbs based on their astrological associations as well as their medicinal properties. With a materia magica of more than 150 herbs and a multitude of recipes, readers will learn how to blend incense, ceremonial oils, bath salts, herbal amulets, fluid condensers, and herbal philtres and how to use them in meditation, ritual, or energy work. A 5.8"" x 9"" paperback with 272 pages.",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Herb & Herbal Books,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BHERALC,476,shopify,4,deny,azuregreen,42.95,,TRUE,TRUE,,https://www.azuregreen.net/images/BHERALC.jpg,1,Herbal Alchemist's Handbook by Karen Harrison,FALSE,active
bherguif-herbalist-s-guide-to-formulary-by-holly-bellebuono,Herbalist's Guide to Formulary by Holly Bellebuono,"An Herbalist's Guide to Formulary shows how to design a holistic treatment for acute and chronic conditions. Packed with detailed information on more than one hundred plants, An Herbalist's Guide to Formulary is the go-to reference for formulary. Holly presents her 4-tier formula structure, a commonsense way to integrate a wide range of herbal actions while keeping the formula simple. She also shares the history of healing traditions as well as personal and clinical examples that illustrate the art of combining plants for illnesses, preventative care, and overall wellness.",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Herb & Herbal Books,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BHERGUIF,544,shopify,2,deny,azuregreen,49.84,,TRUE,TRUE,,https://www.azuregreen.net/images/BHERGUIF.jpg,1,Herbalist's Guide to Formulary by Holly Bellebuono,FALSE,active
bherkit-herbal-kitchen-by-mcbride-gladstar,Herbal Kitchen by McBride & Gladstar,"The Herbal Kitchen will help you recognize the extraordinary pharmacy that probably already exists in your own kitchen. With 50 easy-to-find herbs and spices, information and tips for preparing, storing, and using them, and over 250 simple, flavorful recipes, it will empower you to care for your health. Whether you are already familiar with herbs or are just starting out on the herbal path, Kami McBride offers recipes for everyone. Mix up refreshing drinks, infuse oil, vinegar and honey, learn how to make tinctures and cordials, salts, sprinkles, and more. A 7"" x 9"" paperback book with 304 pages.",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Herb & Herbal Books,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BHERKIT,453,shopify,8,deny,azuregreen,52.02,,TRUE,TRUE,,https://www.azuregreen.net/images/BHERKIT.jpg,1,Herbal Kitchen by McBride & Gladstar,FALSE,active
bhermag-herbal-magick-hc-by-gerina-dunwich,Herbal Magick (hc) by Gerina Dunwich,"The art and practice of herbal magick is an ancient tradition, rooted in pagan lore and tradition. In Herbal Magick, Gerina Dunwich, the author of dozens of books on Wicca and witchcraft, shows how to use the roots, flowers, leaves, and bark of common plants for practical magick. It reveals the well-guarded secrets of herbal enchantments and the history of herbal folklore, along with a satisfying easy-to-follow guide to herbal spells for many purposes. Both an herbal and a grimoire, Herbal Magick is an invaluable reference for beginner and advanced students of the magickal arts. A 6"" x 7.5"" hardcover book with 256 pages.",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Herb & Herbal Books,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BHERMAG,453,shopify,4,deny,azuregreen,42.95,,TRUE,TRUE,,https://www.azuregreen.net/images/BHERMAG.jpg,1,Herbal Magick (hc) by Gerina Dunwich,FALSE,active
bhermagb-herb-magic-for-beginners-by-ellen-dugan,Herb Magic for Beginners by Ellen Dugan,"Herb Magic for Beginners takes a new look at herbal folklore, wisdom, and spellwork, helping you to learn the basics and explore more on your own.",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Herb & Herbal Books,Books for Beginners,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BHERMAGB,272,shopify,1,deny,azuregreen,36.24,,TRUE,TRUE,,https://www.azuregreen.net/images/BHERMAGB.JPG,1,Herb Magic for Beginners by Ellen Dugan,FALSE,active
bhermedb-herbal-medicine-for-beginners-by-swift-midura,Herbal Medicine for Beginners by Swift & Midura,"Discover how to craft herbal remedies and treat common ailments with easy-to-find herbs in Herbal Medicine for Beginners. Crafting natural treatments is straightforward with a handful of herbs that can be used to treat many conditions. Get the information and the instructions you need with this easy-to-navigate guide, featuring basic healing plants, techniques to prepare and preserve them, and methods to apply them. A 8.5 x 9 paperback book with 248 pages",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Herb & Herbal Books,Books for Beginners,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",FALSE,Title,Default Title,BHERMEDB,997,shopify,0,deny,azuregreen,36.24,,TRUE,TRUE,,https://www.azuregreen.net/images/BHERMEDB.jpg,1,Herbal Medicine for Beginners by Swift & Midura,FALSE,active
bherremb-herb-remedies-for-beginners-by-sandra-kynes,Herb Remedies for Beginners by Sandra Kynes,"Herbal Remedies for Beginners is cleverly organized and cross-referenced so you can look up remedies by ailment or by herb, making it easy to find what you need. You'll discover how to make the remedies and a wide variety of application methods from teas and oils to balms and gels. With everything from a basil and lemongrass salve for soothing insect bites to a ginger and turmeric syrup for alleviating motion sickness, this is the perfect beginner's guide to natural wellness. 5.2 x 8 Paperback book with 312 pages.",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Herb & Herbal Books,Books for Beginners,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BHERREMB,453,shopify,3,deny,azuregreen,40.78,,TRUE,TRUE,,https://www.azuregreen.net/images/BHERREMB.jpg,1,Herb Remedies for Beginners by Sandra Kynes,FALSE,active
bherwit-herbana-witch-hc-by-cecilia-lattari,Herbana Witch (hc) by Cecilia Lattari,"Herbana Witch spans a full a year, beginning at the winter solstice and presents magical and healing practices, spirit animals, and subtle energies that change with the seasons. Each chapter begins with a suggestive description of the forest in a particular season. From there the author includes meditations, visualizations, and rituals and a seasonal recipe that can be prepared with the available ingredients from the forest. Instructions are included on how to select and use woodland herbs, how to transform them for personal use, and how to make such crafts as incense, soaps, and candles and much more. Open yourself to the wisdom of those who live on the edge of the forest and experience a magical world. A 6.8"" x 9.5"" Hardcover book with 160 pages",AzureGreen,Metaphysical Supplies,"Oils, Herbs, & Plant Magic,Herb & Herbal Books,All Herb Accessories,All Books & Journals,Ritual Tools,Alchemical Botanicals,Esoteric Manuscripts,Alchemical Elixirs,The Way to Resonance",TRUE,Title,Default Title,BHERWIT,725,shopify,7,deny,azuregreen,42.95,,TRUE,TRUE,,https://www.azuregreen.net/images/BHERWIT.jpg,1,Herbana Witch (hc) by Cecilia Lattari,FALSE,active
